problem_family,base_setting,seed,source_algo,checkpoint_step,checkpoint_loss,checkpoint_recovery,continuation_variant,continuation_algo,horizon,loss_before,loss_after,total_decrease,recovery_before,recovery_after,finite
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,0.00011761284773264642,0.9069315683495008,own_fresh,Adam,3,0.00011761284773264642,3.8498053966068345e-05,7.911479376657808e-05,0.9069315683495008,0.5138769270106095,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,0.00011761284773264642,0.9069315683495008,switched_fresh,Muon,3,0.00011761284773264642,0.00010265002601413384,1.496282171851258e-05,0.9069315683495008,0.855046728293324,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,0.00011761284773264642,0.9069315683495008,own_fresh,Adam,10,0.00011761284773264642,1.131276830951405e-05,0.00010630007942313237,0.9069315683495008,0.28768151556206917,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,0.00011761284773264642,0.9069315683495008,switched_fresh,Muon,10,0.00011761284773264642,5.4417006294948745e-05,6.319584143769767e-05,0.9069315683495008,0.6498035143511431,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,0.00011761284773264642,0.9069315683495008,own_fresh,Adam,30,0.00011761284773264642,1.495381304949426e-06,0.00011611746642769699,0.9069315683495008,0.10433471693887393,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,0.00011761284773264642,0.9069315683495008,switched_fresh,Muon,30,0.00011761284773264642,9.118402550417005e-07,0.00011670100747760472,0.9069315683495008,0.07731848274616326,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,0.0001461819939042717,0.996490997923111,own_fresh,Muon,1,0.0001461819939042717,0.00014547329491990476,7.086989843669493e-07,0.996490997923111,0.9942583879194424,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,0.0001461819939042717,0.996490997923111,switched_fresh,Adam,1,0.0001461819939042717,0.00013597915953161946,1.020283437265225e-05,0.996490997923111,0.9647114857778023,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,0.0001461819939042717,0.996490997923111,own_fresh,Muon,3,0.0001461819939042717,0.00014344409421036887,2.737899693902845e-06,0.996490997923111,0.9878884701928612,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,0.0001461819939042717,0.996490997923111,switched_fresh,Adam,3,0.0001461819939042717,7.775088976827236e-05,6.843110413599935e-05,0.996490997923111,0.7539929865276614,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,0.0001461819939042717,0.996490997923111,own_fresh,Muon,10,0.0001461819939042717,0.0001264326383266703,1.974935557760141e-05,0.996490997923111,0.9328740245657197,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,0.0001461819939042717,0.996490997923111,switched_fresh,Adam,10,0.0001461819939042717,1.8202131026623507e-05,0.0001279798628776482,0.996490997923111,0.3437912903839061,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,0.0001461819939042717,0.996490997923111,own_fresh,Muon,30,0.0001461819939042717,3.606040616959926e-06,0.00014257595328731178,0.996490997923111,0.1745736689749833,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,0.0001461819939042717,0.996490997923111,switched_fresh,Adam,30,0.0001461819939042717,1.8001752768291714e-06,0.00014438181862744254,0.996490997923111,0.11327384286342784,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,0.00010715205266183104,0.8910020394578063,own_fresh,Adam,1,0.00010715205266183104,7.752884215116234e-05,2.9623210510668695e-05,0.8910020394578063,0.7694683237623938,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,0.00010715205266183104,0.8910020394578063,switched_fresh,Muon,1,0.00010715205266183104,0.00010274293812255857,4.409114539272467e-06,0.8910020394578063,0.8745447443412195,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,0.00010715205266183104,0.8910020394578063,own_fresh,Adam,3,0.00010715205266183104,3.968864173256485e-05,6.746341092926619e-05,0.8910020394578063,0.5511231536384114,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,0.00010715205266183104,0.8910020394578063,switched_fresh,Muon,3,0.00010715205266183104,9.277660142719806e-05,1.4375451234632976e-05,0.8910020394578063,0.8359687366470157,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,0.00010715205266183104,0.8910020394578063,own_fresh,Adam,10,0.00010715205266183104,7.461887744863316e-06,9.969016491696773e-05,0.8910020394578063,0.251847387776005,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,0.00010715205266183104,0.8910020394578063,switched_fresh,Muon,10,0.00010715205266183104,4.8588975483312206e-05,5.856307717851883e-05,0.8910020394578063,0.6300479656939378,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,0.00010715205266183104,0.8910020394578063,own_fresh,Adam,30,0.00010715205266183104,6.67498599827766e-07,0.00010648455406200327,0.8910020394578063,0.07190353752379929,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,0.00010715205266183104,0.8910020394578063,switched_fresh,Muon,30,0.00010715205266183104,1.0976779643644052e-06,0.00010605437469746663,0.8910020394578063,0.08675770048213675,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,0.00013686761900357628,0.9945476577531726,own_fresh,Muon,1,0.00013686761900357628,0.00013607616747542868,7.914515281475941e-07,0.9945476577531726,0.9920250981611283,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,0.00013686761900357628,0.9945476577531726,switched_fresh,Adam,1,0.00013686761900357628,0.00012281332797207793,1.405429103149835e-05,0.9945476577531726,0.9467724361500753,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,0.00013686761900357628,0.9945476577531726,own_fresh,Muon,3,0.00013686761900357628,0.00013389483657487818,2.9727824286980965e-06,0.9945476577531726,0.9849870107829783,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,0.00013686761900357628,0.9945476577531726,switched_fresh,Adam,3,0.00013686761900357628,5.765329775999707e-05,7.921432124357921e-05,0.9945476577531726,0.6762605916581658,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,0.00013686761900357628,0.9945476577531726,own_fresh,Muon,10,0.00013686761900357628,0.00011674408179995652,2.012353720361976e-05,0.9945476577531726,0.9267933375030418,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,0.00013686761900357628,0.9945476577531726,switched_fresh,Adam,10,0.00013686761900357628,1.637416926428135e-05,0.00012049344973929493,0.9945476577531726,0.35420230874689224,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,0.00013686761900357628,0.9945476577531726,own_fresh,Muon,30,0.00013686761900357628,1.6705556716642013e-06,0.00013519706333191208,0.9945476577531726,0.12387662154797578,True
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,0.00013686761900357628,0.9945476577531726,switched_fresh,Adam,30,0.00013686761900357628,1.110378602747413e-06,0.00013575724040082888,0.9945476577531726,0.09460978041538204,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,0.8349189045776342,own_fresh,Adam,1,9.926173248917421e-05,6.202543841064313e-05,3.723629407853108e-05,0.8349189045776342,0.6709821117276525,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,0.8349189045776342,switched_fresh,Muon,1,9.926173248917421e-05,9.376549164225808e-05,5.496240846916131e-06,0.8349189045776342,0.8126510617552408,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,0.8349189045776342,own_fresh,Adam,3,9.926173248917421e-05,2.4239247858776e-05,7.50224846303982e-05,0.8349189045776342,0.4268554098036149,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,0.8349189045776342,switched_fresh,Muon,3,9.926173248917421e-05,8.175334323319817e-05,1.750838925597604e-05,0.8349189045776342,0.7615663605757663,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,0.8349189045776342,own_fresh,Adam,10,9.926173248917421e-05,6.750096946101689e-06,9.251163554307252e-05,0.8349189045776342,0.23225392754036622,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,0.8349189045776342,switched_fresh,Muon,10,9.926173248917421e-05,3.561379197121314e-05,6.364794051796107e-05,0.8349189045776342,0.5153843442853784,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,0.8349189045776342,own_fresh,Adam,30,9.926173248917421e-05,8.331101366146979e-07,9.842862235255952e-05,0.8349189045776342,0.07633606597506211,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,0.8349189045776342,switched_fresh,Muon,30,9.926173248917421e-05,6.805403716808284e-07,9.858119211749338e-05,0.8349189045776342,0.06784361972034875,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,0.9949487903275698,own_fresh,Muon,1,0.00014314506972258853,0.0001424024249903989,7.426447321896206e-07,0.9949487903275698,0.9924999981484184,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,0.9949487903275698,switched_fresh,Adam,1,0.00014314506972258853,0.00012756784542391984,1.5577224298668685e-05,0.9949487903275698,0.9421155785579993,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,0.9949487903275698,own_fresh,Muon,3,0.00014314506972258853,0.0001403344958990802,2.810573823508331e-06,0.9949487903275698,0.9856404831325336,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,0.9949487903275698,switched_fresh,Adam,3,0.00014314506972258853,5.68242519569726e-05,8.632081776561593e-05,0.9949487903275698,0.6447099103376985,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,0.9949487903275698,own_fresh,Muon,10,0.00014314506972258853,0.00012378541712239168,1.9359652600196852e-05,0.9949487903275698,0.9286607562079254,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,0.9949487903275698,switched_fresh,Adam,10,0.00014314506972258853,1.765796680740769e-05,0.00012548710291518085,0.9949487903275698,0.3542345346861766,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,0.9949487903275698,own_fresh,Muon,30,0.00014314506972258853,7.091001971618462e-07,0.00014243596952542669,0.9949487903275698,0.07657529898676264,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,0.9949487903275698,switched_fresh,Adam,30,0.00014314506972258853,1.0227011248988311e-06,0.0001421223685976897,0.9949487903275698,0.09030858019418958,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,0.8550123439939787,own_fresh,Adam,1,9.74710501185325e-05,6.588532756431596e-05,3.1585722554216536e-05,0.8550123439939787,0.7124872170377489,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,0.8550123439939787,switched_fresh,Muon,1,9.74710501185325e-05,9.247945827950494e-05,4.991591839027554e-06,0.8550123439939787,0.8344396294150337,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,0.8550123439939787,own_fresh,Adam,3,9.74710501185325e-05,3.101076798738111e-05,6.646028213115138e-05,0.8550123439939787,0.48530038818330246,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,0.8550123439939787,switched_fresh,Muon,3,9.74710501185325e-05,8.145765044016827e-05,1.6013399678364227e-05,0.8550123439939787,0.7867519281671168,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,0.8550123439939787,own_fresh,Adam,10,9.74710501185325e-05,6.8349865347123414e-06,9.063606358382015e-05,0.8550123439939787,0.2328345474669789,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,0.8550123439939787,switched_fresh,Muon,10,9.74710501185325e-05,3.716338260965823e-05,6.030766750887426e-05,0.8550123439939787,0.5445180115442051,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,0.8550123439939787,own_fresh,Adam,30,9.74710501185325e-05,6.56661547154092e-07,9.68143885713784e-05,0.8550123439939787,0.07301887038384064,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,0.8550123439939787,switched_fresh,Muon,30,9.74710501185325e-05,7.407578900439122e-07,9.673029222848858e-05,0.8550123439939787,0.07125633966323733,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,0.9952825411805566,own_fresh,Muon,1,0.00013529688842381008,0.00013464529725793005,6.515911658800332e-07,0.9952825411805566,0.9929867873518309,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,0.9952825411805566,switched_fresh,Adam,1,0.00013529688842381008,0.00012149410839358405,1.3802780030226026e-05,0.9952825411805566,0.946873363091096,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,0.9952825411805566,own_fresh,Muon,3,0.00013529688842381008,0.00013280082982752755,2.4960585962825277e-06,0.9952825411805566,0.986496670092436,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,0.9952825411805566,switched_fresh,Adam,3,0.00013529688842381008,5.6544043834670424e-05,7.875284458913965e-05,0.9952825411805566,0.6635746647558457,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,0.9952825411805566,own_fresh,Muon,10,0.00013529688842381008,0.00011756534143203906,1.773154699177102e-05,0.9952825411805566,0.9315948800258026,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,0.9952825411805566,switched_fresh,Adam,10,0.00013529688842381008,1.683380402798908e-05,0.000118463084395821,0.9952825411805566,0.3468192421852128,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,0.9952825411805566,own_fresh,Muon,30,0.00013529688842381008,1.067857685837125e-06,0.00013422903073797296,0.9952825411805566,0.09283097880996574,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,0.9952825411805566,switched_fresh,Adam,30,0.00013529688842381008,1.2019423968025205e-06,0.00013409494602700757,0.9952825411805566,0.09935392872686419,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,0.8683426108624374,own_fresh,Adam,1,0.00010780487620490759,6.709107774802414e-05,4.071379845688346e-05,0.8683426108624374,0.7061455074519846,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,0.8683426108624374,switched_fresh,Muon,1,0.00010780487620490759,0.00010250445816350482,5.300418041402771e-06,0.8683426108624374,0.8488986884466119,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,0.8683426108624374,own_fresh,Adam,3,0.00010780487620490759,3.482411409064583e-05,7.298076211426176e-05,0.8683426108624374,0.4834088329965506,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,0.8683426108624374,switched_fresh,Muon,3,0.00010780487620490759,9.064041184043538e-05,1.716446436447221e-05,0.8683426108624374,0.803416180861759,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,0.8683426108624374,own_fresh,Adam,10,0.00010780487620490759,7.247812900214389e-06,0.0001005570633046932,0.8683426108624374,0.2416561989908627,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,0.8683426108624374,switched_fresh,Muon,10,0.00010780487620490759,4.0412669231775606e-05,6.739220697313199e-05,0.8683426108624374,0.5622275633782285,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,0.8683426108624374,own_fresh,Adam,30,0.00010780487620490759,8.213663729373211e-07,0.00010698350983197028,0.8683426108624374,0.07693853831126461,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,0.8683426108624374,switched_fresh,Muon,30,0.00010780487620490759,6.355370100953754e-07,0.00010716933919481222,0.8683426108624374,0.06366939885264429,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,0.99541014371687,own_fresh,Muon,1,0.00014562727850744175,0.0001449197268071849,7.075517002568411e-07,0.99541014371687,0.9931367644246144,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,0.99541014371687,switched_fresh,Adam,1,0.00014562727850744175,0.00013480302682455675,1.0824251682885e-05,0.99541014371687,0.9607116919168087,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,0.99541014371687,own_fresh,Muon,3,0.00014562727850744175,0.000142918231627118,2.709046880323751e-06,0.99541014371687,0.9867113389826805,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,0.99541014371687,switched_fresh,Adam,3,0.00014562727850744175,7.028632321758669e-05,7.534095528985507e-05,0.99541014371687,0.7201259109318968,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,0.99541014371687,own_fresh,Muon,10,0.00014562727850744175,0.00012631215716414078,1.9315121343300968e-05,0.99541014371687,0.9319808843811118,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,0.99541014371687,switched_fresh,Adam,10,0.00014562727850744175,1.6117573942514864e-05,0.0001295097045649269,0.99541014371687,0.3212895673394407,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,0.99541014371687,own_fresh,Muon,30,0.00014562727850744175,1.1170428884355445e-06,0.0001445102356190062,0.99541014371687,0.10062603367795588,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,3,0.00014562727850744175,0.99541014371687,switched_fresh,Adam,30,0.00014562727850744175,1.3635920681634725e-06,0.00014426368643927827,0.99541014371687,0.0995020679492001,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,0.9076693033875374,own_fresh,Adam,1,0.0001066296470051134,7.543489776606757e-05,3.119474923904583e-05,0.9076693033875374,0.7789563252806376,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,0.9076693033875374,switched_fresh,Muon,1,0.0001066296470051134,0.00010258617049786907,4.043476507244322e-06,0.9076693033875374,0.8926571338196059,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,0.9076693033875374,own_fresh,Adam,3,0.0001066296470051134,3.948751256577304e-05,6.714213443934036e-05,0.9076693033875374,0.5357418253405765,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,0.9076693033875374,switched_fresh,Muon,3,0.0001066296470051134,9.335955520657647e-05,1.3270091798536925e-05,0.9076693033875374,0.8571404090930634,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,0.9076693033875374,own_fresh,Adam,10,0.0001066296470051134,7.506709421745472e-06,9.912293758336792e-05,0.9076693033875374,0.2503993514553018,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,0.9076693033875374,switched_fresh,Muon,10,0.0001066296470051134,5.075664839678076e-05,5.587299860833264e-05,0.9076693033875374,0.659342588223341,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,0.9076693033875374,own_fresh,Adam,30,0.0001066296470051134,6.375831927613088e-07,0.00010599206381235209,0.9076693033875374,0.06855765906424162,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Adam,3,0.0001066296470051134,0.9076693033875374,switched_fresh,Muon,30,0.0001066296470051134,8.207923139187965e-07,0.0001058088546911946,0.9076693033875374,0.07740398867404884,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,0.9975500981982176,own_fresh,Muon,1,0.00013268513551050793,0.00013219947345127178,4.856620592361485e-07,0.9975500981982176,0.9958686413347821,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,0.9975500981982176,switched_fresh,Adam,1,0.00013268513551050793,0.00012235442080061985,1.0330714709888078e-05,0.9975500981982176,0.9621475757959393,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,0.9975500981982176,own_fresh,Muon,3,0.00013268513551050793,0.0001308003990769806,1.8847364335273435e-06,0.9975500981982176,0.9910704136452554,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,0.9975500981982176,switched_fresh,Adam,3,0.00013268513551050793,6.117862067643098e-05,7.150651483407696e-05,0.9975500981982176,0.7086153187250437,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,0.9975500981982176,own_fresh,Muon,10,0.00013268513551050793,0.00011858556046517026,1.409957504533767e-05,0.9975500981982176,0.9484701850293793,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,0.9975500981982176,switched_fresh,Adam,10,0.00013268513551050793,1.3987296516975253e-05,0.00011869783899353268,0.9975500981982176,0.3204450563841491,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,0.9975500981982176,own_fresh,Muon,30,0.00013268513551050793,3.5398220208410027e-06,0.00012914531348966692,0.9975500981982176,0.18155585779853542,True
MatrixFactorizationInput,MF input kappa=1e+05,4,Muon,3,0.00013268513551050793,0.9975500981982176,switched_fresh,Adam,30,0.00013268513551050793,1.2593642109278561e-06,0.00013142577129958007,0.9975500981982176,0.09995139815856735,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,1.202683552834893,own_fresh,Adam,1,0.005210448609248181,0.002892652464632474,0.002317796144615707,1.202683552834893,1.1581978014581424,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,1.202683552834893,switched_fresh,Muon,1,0.005210448609248181,0.0033353376831973753,0.0018751109260508056,1.202683552834893,1.182296195757437,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,1.202683552834893,own_fresh,Adam,3,0.005210448609248181,0.0025347854356754526,0.0026756631735727282,1.202683552834893,1.173320641106903,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,1.202683552834893,switched_fresh,Muon,3,0.005210448609248181,0.0009514907887140648,0.004258957820534116,1.202683552834893,1.1515741698058182,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,1.202683552834893,own_fresh,Adam,10,0.005210448609248181,0.0005791184598514076,0.004631330149396773,1.202683552834893,1.1561667848731958,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,1.202683552834893,switched_fresh,Muon,10,0.005210448609248181,9.85916855875786e-05,0.0051118569236606026,1.202683552834893,1.1291929537605048,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,1.202683552834893,own_fresh,Adam,30,0.005210448609248181,0.0001287564243394805,0.0050816921849087,1.202683552834893,1.1516124620843624,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Adam,3,0.005210448609248181,1.202683552834893,switched_fresh,Muon,30,0.005210448609248181,0.00010617526857939139,0.0051042733406687895,1.202683552834893,1.129491372702065,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,1.128201249654941,own_fresh,Muon,1,0.004715298709383537,0.003062644942262171,0.001652653767121366,1.128201249654941,1.1281149900397969,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,1.128201249654941,switched_fresh,Adam,1,0.004715298709383537,0.003950367906938688,0.0007649308024448489,1.128201249654941,1.164257570644512,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,1.128201249654941,own_fresh,Muon,3,0.004715298709383537,0.0009502966416975804,0.0037650020676859566,1.128201249654941,1.1361290847457726,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,1.128201249654941,switched_fresh,Adam,3,0.004715298709383537,0.0023748522097423556,0.0023404464996411812,1.128201249654941,1.1806974612025,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,1.128201249654941,own_fresh,Muon,10,0.004715298709383537,8.386046295475518e-05,0.004631438246428782,1.128201249654941,1.1551713697615502,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,1.128201249654941,switched_fresh,Adam,10,0.004715298709383537,0.0008987908721624172,0.00381650783722112,1.128201249654941,1.149034272060352,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,1.128201249654941,own_fresh,Muon,30,0.004715298709383537,8.9655956238466e-05,0.004625642753145071,1.128201249654941,1.154801117451683,True
MatrixSensing,Matrix sensing kappa=1e+02,0,Muon,3,0.004715298709383537,1.128201249654941,switched_fresh,Adam,30,0.004715298709383537,0.00010119340652639754,0.004614105302857139,1.128201249654941,1.1403996443387896,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Adam,3,0.005056093402762189,1.2279832200533352,own_fresh,Adam,1,0.005056093402762189,0.003014455288245518,0.0020416381145166715,1.2279832200533352,1.1856039410480474,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Adam,3,0.005056093402762189,1.2279832200533352,switched_fresh,Muon,1,0.005056093402762189,0.003234283954426671,0.0018218094483355182,1.2279832200533352,1.2073115472113387,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Adam,3,0.005056093402762189,1.2279832200533352,own_fresh,Adam,3,0.005056093402762189,0.0025245994456159033,0.002531493957146286,1.2279832200533352,1.1928050681876772,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Adam,3,0.005056093402762189,1.2279832200533352,switched_fresh,Muon,3,0.005056093402762189,0.0009200071218432404,0.0041360862809189484,1.2279832200533352,1.1752504058117481,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Adam,3,0.005056093402762189,1.2279832200533352,own_fresh,Adam,10,0.005056093402762189,0.0005886045000358541,0.004467488902726335,1.2279832200533352,1.1773604838085707,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Adam,3,0.005056093402762189,1.2279832200533352,switched_fresh,Muon,10,0.005056093402762189,9.832917272419317e-05,0.004957764230037996,1.2279832200533352,1.1524735575238747,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Adam,3,0.005056093402762189,1.2279832200533352,own_fresh,Adam,30,0.005056093402762189,0.00012714429611646407,0.004928949106645725,1.2279832200533352,1.1726257978495127,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Adam,3,0.005056093402762189,1.2279832200533352,switched_fresh,Muon,30,0.005056093402762189,0.00010593021886529177,0.004950163183896897,1.2279832200533352,1.1525856655189477,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Muon,3,0.0048236221505299015,1.15096099134811,own_fresh,Muon,1,0.0048236221505299015,0.003153386540312582,0.0016702356102173193,1.15096099134811,1.1514525098214539,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Muon,3,0.0048236221505299015,1.15096099134811,switched_fresh,Adam,1,0.0048236221505299015,0.004041914770255468,0.0007817073802744339,1.15096099134811,1.1851905522321828,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Muon,3,0.0048236221505299015,1.15096099134811,own_fresh,Muon,3,0.0048236221505299015,0.0010085845124402249,0.003815037638089677,1.15096099134811,1.1605354848626293,True
MatrixSensing,Matrix sensing kappa=1e+02,1,Muon,3,0.0048236221505299015,1.15096099134811,switched_fresh,Adam,3,0.0048236221505299015,0.002523978341960053,0.0022996438085698487,1.15096099134811,1.2131927753709602,True
