group_type,problem_family,base_setting,source_algo,horizon,metric,n_pairs,switched_better_pairs,mean_signed_switched_over_own,signed_ratio_ci95_low,signed_ratio_ci95_high,geomean_switched_over_own,ratio_ci95_low,ratio_ci95_high,positive_ratio_pairs,mean_delta_switched_minus_own,delta_ci95_low,delta_ci95_high
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,1,total_decrease,5,0,-0.4598610665430898,-0.8987790882080793,-0.020943044878100225,,,,0,-0.0021904200111985466,-0.002812691259682967,-0.0015681487627141266
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,1,recovery_after,5,0,1.0400013538710375,1.0354461749241324,1.0445565328179427,1.0399961703216776,1.0354466384458354,1.0445656918710777,5,0.04595773110486161,0.04039003618636011,0.0515254260233631
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,3,loss_after,5,0,3.3819573059981245,3.0103519827034186,3.7535626292928304,3.37141619785942,3.021492433757993,3.7618651803313647,5,0.0015729613589288397,0.0014679574008467726,0.0016779653170109067
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,3,total_decrease,5,0,0.5279525952884139,0.4964560189077412,0.5594491716690866,0.5274477978158668,0.49610938414473027,0.5607658075253172,5,-0.0015729613589288397,-0.0016779653170109065,-0.0014679574008467729
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,3,recovery_after,5,0,1.0401224998536824,1.03408917235587,1.0461558273514948,1.040113416748474,1.0340964796478251,1.0461653636695658,5,0.04660617567723411,0.03911868590944324,0.054093665445024974
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,10,loss_after,5,0,7.01808445699122,6.355593008373915,7.680575905608525,7.002307854840211,6.3835536675849545,7.6810375297599665,5,0.0007707650282163407,0.0006907555622233274,0.000850774494209354
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,10,total_decrease,5,0,0.8000181528386016,0.7687497630652311,0.831286542611972,0.799701857293202,0.7691015572267941,0.831519653742702,5,-0.0007707650282163408,-0.0008507744942093542,-0.0006907555622233274
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,10,recovery_after,5,4,0.9949448310242742,0.9897344628488911,1.0001551991996573,0.9949377517720255,0.9897414593731175,1.0001613254921706,5,-0.005952384350457774,-0.01203646886761274,0.00013170016669719273
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,30,loss_after,5,5,0.8406746889261927,0.7232340739526757,0.9581153038997097,0.8365096948745074,0.7288986059634693,0.9600079680411836,5,-2.226014836380187e-05,-3.9662360133441556e-05,-4.857936594162179e-06
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,30,total_decrease,5,5,1.0058797255824252,1.0012202647844801,1.0105391863803703,1.0058741192687062,1.0012218125438719,1.0105480435388146,5,2.2260148363801876e-05,4.857936594162033e-06,3.966236013344172e-05
setting_source_horizon,MatrixSensing,Matrix sensing kappa=1e+05,Muon,30,recovery_after,5,5,0.9877203288351465,0.9828902080519529,0.99255044961834,0.9877142037496519,0.9828981129496152,0.9925538928558494,5,-0.014465241898896152,-0.020034728686787184,-0.008895755111005118
setting_source_horizon,SmallMLPDigits,Small MLP digits hidden=16,Adam,1,loss_after,5,0,1.0039563514619234,1.0016765510691084,1.0062361518547385,1.0039550077145882,1.0016772436244206,1.0062379513266861,5,0.008998734079676485,0.0038415979760522082,0.014155870183300763
