search_id,artifact_prefix,expected_settings,settings_registry_rows,pair_summary_rows,output_status,settings_registry_path,pair_summary_path
NNS-P2-heldout-architecture-boundary,results/e11_natural_negative_search_protocol/phase2_heldout_architecture,8,8,0,settings_only_no_metrics,results/e11_natural_negative_search_protocol/phase2_heldout_architecture/settings_registry.csv,results/e11_natural_negative_search_protocol/phase2_heldout_architecture/pair_summary.csv
