search_id,setting_id,phase,multiplicity_family,planned_family_size,dataset,model,partition_id,warmup_steps,target_head_gain_fraction_registered,seed,frobenius_tail_output_drift_fro,spectral_tail_output_drift_fro,tail_output_drift_sq_ratio_spectral_over_fro,log_tail_output_drift_sq_ratio_spectral_over_fro
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w2000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,2000,0.002,0,1.1828421354293823,1.099165439605713,0.8635203088265488,-0.14673786247504597
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w2000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,2000,0.002,1,1.4507122039794922,1.317438721656799,0.8247044135471996,-0.1927302434568935
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w2000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,2000,0.002,2,1.1134086847305298,1.025519609451294,0.8483571592768998,-0.16445355346838605
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w2000_rho0p005_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,2000,0.005,0,1.306115746498108,1.1315083503723145,0.7505025911563196,-0.2870121753412034
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w2000_rho0p005_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,2000,0.005,1,1.665649175643921,1.3842840194702148,0.690690276726298,-0.37006378040587484
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w2000_rho0p005_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,2000,0.005,2,1.2378754615783691,1.0876199007034302,0.7719699283500211,-0.2588096826305258
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w5000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,5000,0.002,0,1.2779178619384766,1.1877392530441284,0.863846022766325,-0.14636074045098044
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w5000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,5000,0.002,1,0.878787636756897,0.7970016002655029,0.8225276574113313,-0.19537317087593872
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w5000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,5000,0.002,2,1.1965701580047607,1.1106115579605105,0.8614856398743537,-0.1490968919002007
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w5000_rho0p005_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,5000,0.005,0,1.445393681526184,1.2292834520339966,0.7233221542243475,-0.3239005762245524
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w5000_rho0p005_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,5000,0.005,1,1.1191033124923706,0.8460749983787537,0.5715804435269812,-0.5593500470754358
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w5000_rho0p005_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,5000,0.005,2,1.395944118499756,1.1750977039337158,0.7086175251525597,-0.34443935477565035
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_decade_even_vs_odd_w2000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_decade_even_vs_odd,2000,0.002,0,1.3229376077651978,1.2389764785766602,0.8770965405881247,-0.1311382121801968
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_decade_even_vs_odd_w2000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_decade_even_vs_odd,2000,0.002,1,1.6114000082015991,1.507146954536438,0.874791345037387,-0.13376988387571526
NNS-P2-heldout-architecture-boundary,resnet34_cifar100_decade_even_vs_odd_w2000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_decade_even_vs_odd,2000,0.002,2,1.1979200839996338,1.1185110807418823,0.8718161086659028,-0.13717676186988334
