run_id,problem_family,setting,kappa,lr,algo,seed,steps,median_relative_update_fro_norm,median_mean_relative_layer_update_norm,nrG_mean_abs_speed,nrG_std_speed,nrG_mean_rel_speed,nrG_path_length,stA_mean_abs_speed,stA_std_speed,stA_mean_rel_speed,stA_path_length,condition_score_mean_abs_speed,condition_score_std_speed,condition_score_mean_rel_speed,condition_score_path_length,delta_gd_pred_mean_abs_speed,delta_gd_pred_std_speed,delta_gd_pred_mean_rel_speed,delta_gd_pred_path_length,delta_spec_pred_mean_abs_speed,delta_spec_pred_std_speed,delta_spec_pred_mean_rel_speed,delta_spec_pred_path_length,loss_mean_abs_speed,loss_std_speed,loss_mean_rel_speed,loss_path_length,relative_update_fro_norm_mean_abs_speed,relative_update_fro_norm_std_speed,relative_update_fro_norm_mean_rel_speed,relative_update_fro_norm_path_length,mean_relative_layer_update_norm_mean_abs_speed,mean_relative_layer_update_norm_std_speed,mean_relative_layer_update_norm_mean_rel_speed,mean_relative_layer_update_norm_path_length,rank_plane_mean_speed,rank_plane_path_length,rank_plane_net_distance,rank_plane_tortuosity,norm_rank_plane_mean_speed,norm_rank_plane_path_length,norm_condition_mean_speed,norm_condition_path_length,per_update_rank_plane_mean_speed,per_update_condition_mean_speed,update_normalized_rank_plane_mean_speed,update_normalized_condition_mean_speed
0,MatrixFactorizationInput,overlap MF d=20 rank=10 kappa=1 num_factors=10 input_columns_multiplier=2 lr=3e-03,1.0,0.003,Adam,0,10,0.003343790016337813,0.01810486011808797,0.1709760061433027,0.0840312142460502,0.03355887289606606,1.7097600614330268,0.0901617952109091,0.03785867097699027,0.024674558344267936,0.901617952109091,0.02716432122760637,0.03707427125398114,0.017869888597289232,0.2716432122760637,1.8339728993824283e-07,2.4753966943146913e-07,0.022940670095773927,1.8339728993824284e-06,1.2478379556308176e-07,1.0259275755402797e-07,0.008025904609292448,1.2478379556308175e-06,1.0323323515730453e-05,2.6422401429071316e-06,0.0009083854962639493,0.00010323323515730454,4.070885595864986e-06,2.2594077945550734e-06,0.0012197146417339594,3.663797036278487e-05,0.0005289381751080961,0.00023887152911695396,0.029875766338740204,0.0047604435759728645,0.20069723874991469,2.0069723874991467,1.804605812504176,1.1121389356017617,0.283086027202513,2.8308602720251304,0.23060879174998536,2.3060879174998536,84.71142549540588,68.93922544740884,84.66022860865964,68.96628993544063
1,MatrixFactorizationInput,overlap MF d=20 rank=10 kappa=1 num_factors=10 input_columns_multiplier=2 lr=3e-03,1.0,0.003,Muon,0,10,0.003343790016337814,0.014913070512343559,0.04405903715598072,0.04094585229566751,0.007461982192307907,0.4405903715598072,0.048606023491488196,0.05440322857660069,0.01242584686628032,0.48606023491488193,0.021053668421702264,0.027844149406261648,0.013644139911861345,0.21053668421702265,2.3782237777458028e-07,2.5675363816649415e-07,0.02846896570474582,2.378223777745803e-06,2.6342054703457873e-07,1.282740777074977e-07,0.01630354182571727,2.6342054703457875e-06,7.584391157328639e-06,1.2531890156096509e-06,0.000666666141220209,7.584391157328639e-05,4.0708855958641665e-06,2.2594077945562427e-06,0.0012197146417337148,3.66379703627775e-05,0.00029401990797384343,0.00013055009432858227,0.020171465180553315,0.0026461791717645906,0.06766006395333286,0.6766006395333286,0.3752328106367673,1.8031489260897584,0.10841036151979333,1.0841036151979333,0.17873301511761727,1.7873301511761728,32.44624926749535,53.366297400180656,32.421402357833024,53.45222464458736
2,MatrixFactorizationInput,overlap MF d=20 rank=10 kappa=1 num_factors=10 input_columns_multiplier=2 lr=3e-03,1.0,0.003,Adam,1,10,0.003350405429979905,0.018393438822826187,0.15158157067349842,0.11753002333255362,0.02652875325150066,1.5158157067349842,0.07694252964262968,0.08298307970162523,0.019128722041704932,0.7694252964262969,0.03614513809135951,0.0400662370665496,0.023738423627614868,0.3614513809135951,2.3529012775655175e-07,1.53004715125128e-07,0.024724787256092777,2.3529012775655176e-06,4.1903655835969226e-07,3.2470527327127623e-07,0.023431494371455558,4.190365583596923e-06,1.1730275969855896e-05,3.0121605755997353e-06,0.0008692686973198734,0.00011730275969855895,3.732014219134331e-06,3.098792437444476e-06,0.001116443580240902,3.358812797220898e-05,0.00046638718265638965,0.000302659548425848,0.026539178461609993,0.004197484643907507,0.17724595848459507,1.7724595848459508,1.1238102538199433,1.5771875891158527,0.2500765654123642,2.5007656541236423,0.3068505394647502,3.0685053946475023,74.71665191126303,91.53399935107535,74.64068771338641,91.5860918559312
3,MatrixFactorizationInput,overlap MF d=20 rank=10 kappa=1 num_factors=10 input_columns_multiplier=2 lr=3e-03,1.0,0.003,Muon,1,10,0.0033504054299799044,0.015022833162496974,0.06038199065469705,0.06617878867198444,0.010083022765850836,0.6038199065469705,0.07593805369538335,0.02022125306252968,0.018283023686218484,0.7593805369538336,0.0314612136221835,0.0256182834299561,0.02069528721972727,0.31461213622183504,4.7653462302109994e-07,7.884706274344113e-08,0.04529604561030631,4.765346230210999e-06,4.854916385868611e-07,3.52088078499997e-07,0.025892244599591108,4.854916385868611e-06,9.090321723423909e-06,1.611384084756415e-06,0.000673053847725702,9.09032172342391e-05,3.7320142191331744e-06,3.0987924374436346e-06,0.0011164435802405576,3.358812797219857e-05,0.00025661651343726724,0.00016517050124904622,0.01758639160793618,0.0023095486209354053,0.10090856130494727,1.0090856130494728,0.7612437676162587,1.3255748762440451,0.16535959358094637,1.6535959358094638,0.2670868305380889,2.670868305380889,49.40870274233966,79.67952549843767,49.355099565349676,79.71776434820633
4,MatrixFactorizationInput,overlap MF d=20 rank=10 kappa=1 num_factors=10 input_columns_multiplier=2 lr=3e-03,1.0,0.003,Adam,2,10,0.0033359324507226196,0.018986549166320282,0.2276896469336595,0.11445489946357161,0.04479173571329477,2.276896469336595,0.20101875326577862,0.17267434924762293,0.050395612038446294,2.010187532657786,0.030716288314819807,0.039121242557306674,0.022320916070078443,0.30716288314819806,3.110423172439448e-07,4.1317546305875953e-07,0.03146412912114272,3.110423172439448e-06,4.209081515832221e-07,3.168118238447124e-07,0.024403134612348415,4.209081515832221e-06,1.2347515179490267e-05,4.1054877948419324e-06,0.0010010186339099185,0.00012347515179490266,4.823733139873231e-06,1.2725055059300859e-06,0.001446738572967928,4.341359825885908e-05,0.0006756908069427786,0.00025163073553626934,0.0365201043432045,0.0060812172624850076,0.3104870895983039,3.104870895983039,2.4355096663344793,1.2748341502811482,0.47926905751028437,4.792690575102844,0.2607628615481866,2.6076286154818664,143.64883901445316,78.0563607061665,143.66869371304762,78.16790819361493
5,MatrixFactorizationInput,overlap MF d=20 rank=10 kappa=1 num_factors=10 input_columns_multiplier=2 lr=3e-03,1.0,0.003,Muon,2,10,0.0033359324507226196,0.015300365225546751,0.03816657900810831,0.045629574365684454,0.0063072349294843195,0.38166579008108314,0.060103494433512775,0.03725355772838424,0.013195899175667079,0.6010349443351277,0.016545909961329118,0.011350658532486749,0.012087908238479399,0.1654590996132912,4.4587756290976147e-07,5.4904313008646595e-08,0.04015808845619377,4.458775629097615e-06,4.710589441131484e-07,1.368165800222256e-07,0.026828043943974877,4.7105894411314845e-06,8.247454761689012e-06,1.686270597390178e-06,0.0006676512538666246,8.247454761689012e-05,4.823733139873183e-06,1.272505505929354e-06,0.0014467385729679133,4.3413598258858644e-05,0.00041079673022208067,8.626306905961366e-05,0.027028272821564767,0.003697170571998726,0.0737845152678219,0.7378451526782189,0.6167594094392921,1.1963257331558317,0.12485549149928805,1.2485549149928805,0.14046484992632297,1.4046484992632298,37.38587426953863,42.013487500798114,37.427463938078915,42.106622961114184
6,MatrixFactorizationInput,overlap MF d=20 rank=10 kappa=1 num_factors=10 input_columns_multiplier=2 lr=3e-03,1.0,0.003,Adam,3,10,0.0033456974686547156,0.020086906070358013,0.31111958253805894,0.23595891491151386,0.0648790706655715,3.111195825380589,0.2635982420684338,0.2413439252971944,0.06696923578273829,2.635982420684338,0.045003170845344574,0.05800489888697771,0.0338831621024175,0.45003170845344576,2.6963614594603243e-07,2.9889228994611446e-07,0.03970400450252,2.6963614594603245e-06,1.7205073380808451e-07,1.0601120211957945e-07,0.013399476118416312,1.720507338080845e-06,9.535690304625886e-06,2.93923221393592e-06,0.0008694330839956434,9.535690304625886e-05,3.0389907242484045e-06,1.6346793574214903e-06,0.0009094337933523894,2.735091651823564e-05,0.0006254963704098349,0.0004325518152833557,0.032606834410332235,0.005629467333688513,0.4161816060133048,4.161816060133048,2.911998224162868,1.4291959471676785,0.6388755644317249,6.388755644317249,0.38204992374394653,3.8204992374394653,190.94305544047774,114.16952208932928,190.95437361484235,114.19141369574173
7,MatrixFactorizationInput,overlap MF d=20 rank=10 kappa=1 num_factors=10 input_columns_multiplier=2 lr=3e-03,1.0,0.003,Muon,3,10,0.0033456974686547148,0.01580800168541913,0.0958707187594019,0.11902703053149134,0.015986054291781966,0.958707187594019,0.062314048994858776,0.0797434046781041,0.014552019922730614,0.6231404899485877,0.013073984140905793,0.011743227536524768,0.009007032692809426,0.13073984140905792,2.1484521626416383e-07,2.0765600708862973e-07,0.03128957996250489,2.148452162641638e-06,1.7270727828592724e-07,1.5038031352666335e-07,0.01347963208429967,1.7270727828592723e-06,6.305612461751132e-06,1.000787629664652e-06,0.0005741820370670301,6.305612461751132e-05,3.038990724248501e-06,1.6346793574212337e-06,0.0009094337933524183,2.735091651823651e-05,0.0003063588360953814,0.00014173252247637276,0.019827386671423575,0.0027572295248584327,0.11883329762159497,1.1883329762159498,0.25573336316849854,4.646765527550571,0.17445120166327688,1.7445120166327688,0.11099028246760359,1.1099028246760358,52.12070791194145,33.20255829163749,52.141953448475626,33.17403426563614
8,MatrixFactorizationInput,overlap MF d=20 rank=10 kappa=1 num_factors=10 input_columns_multiplier=2 lr=3e-03,1.0,0.003,Adam,4,10,0.003346319674006497,0.01780592500408703,0.14781872360267828,0.05690312229117569,0.035374653070589734,1.4781872360267827,0.10269451987797425,0.029060850575215482,0.031921682426652075,1.0269451987797424,0.021850843311459433,0.028826121808181154,0.015231815865070922,0.21850843311459434,2.00794022559178e-07,3.156980702378031e-07,0.019041454754971494,2.00794022559178e-06,4.1050747918170323e-07,2.9825377245649034e-07,0.02297801143276519,4.105074791817032e-06,1.4979649015703713e-05,4.579891756395003e-06,0.0011334447029878124,0.00014979649015703714,4.153304136473035e-06,2.841313937671003e-06,0.0012440380735238283,3.737973722825732e-05,0.0004655209538043882,0.0002573141139084996,0.026994872983157323,0.004189688584239494,0.18940004508592168,1.8940004508592168,1.7999038713357067,1.0522786694456527,0.27871916977121736,2.7871916977121733,0.18550055171829244,1.8550055171829243,83.38916298533299,55.40907115151058,83.29125634237784,55.434199296385664
9,MatrixFactorizationInput,overlap MF d=20 rank=10 kappa=1 num_factors=10 input_columns_multiplier=2 lr=3e-03,1.0,0.003,Muon,4,10,0.0033463196740064986,0.014490124879610603,0.0867824406347796,0.06771074402602834,0.01706164620391382,0.867824406347796,0.032803617225700465,0.03629946589524768,0.009026452579560317,0.32803617225700465,0.019998912370773735,0.010471931184177193,0.013771629959744274,0.19998912370773736,2.3208530564661672e-07,2.4356046535019093e-07,0.020827468271901094,2.320853056466167e-06,5.539457383700164e-07,4.0568518363578184e-07,0.03025570717885928,5.539457383700164e-06,9.092429283876977e-06,1.6059559298933996e-06,0.0006866330986428719,9.092429283876977e-05,4.153304136472891e-06,2.84131393767055e-06,0.0012440380735237854,3.737973722825602e-05,0.0002685473535548324,0.0001418550601505568,0.01903358478455527,0.0024169261819934913,0.09758069641191049,0.9758069641191048,0.6969306690079184,1.4001492652176823,0.132701197415579,1.3270119741557902,0.1697787689777055,1.697787689777055,39.750281360482006,50.78711349318479,39.65586385735163,50.735968322605565
