condition,condition_label,problem_family,bin,bin_min,bin_max,n_pairs,muon_first_order_win_rate,muon_delta_loss_win_rate,geomean_first_order_ratio_muon_over_adam,first_order_ratio_ci95_low,first_order_ratio_ci95_high,geomean_delta_loss_ratio_muon_over_adam,delta_loss_ratio_ci95_low,delta_loss_ratio_ci95_high
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,All,middle,0.45049023785812903,0.6275108432164727,225,0.057777777777777775,0.10222222222222223,0.7216362556720564,0.6896982603933274,0.755053210085527,0.7429460776841647,0.7069101201338577,0.7808190300653304
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,All,high,0.6283886358534766,0.7806126123064495,225,0.6933333333333334,0.7333333333333333,0.952359139558081,0.9068307164305367,1.0001733667226125,1.1220538503665987,1.0180949334565828,1.2366281392325584
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,All,low,0.25077066021192906,0.4504759168502094,225,0.2577777777777778,0.24,0.7498506394707312,0.7009921840043535,0.8021144805106307,0.8491493303230471,0.7593741550481353,0.9495379588503022
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,MatrixFactorizationInput,middle,0.4474638910449837,0.5937520031805443,100,0.01,0.08,0.5666408534286838,0.5281061977631825,0.6079872914469546,0.6245890928913165,0.5652689178136425,0.6901344168500864
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,MatrixFactorizationInput,high,0.5937880962713206,0.7806126123064495,100,0.15,0.24,0.7176359891813217,0.6439971880590185,0.7996951268070712,1.0305953142945787,0.8171893826835369,1.299731401744433
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,MatrixFactorizationInput,low,0.25077066021192906,0.4469924934157462,100,0.13,0.19,0.6242727347072483,0.547900727684031,0.7112902531562473,0.8209518426036143,0.6437846938992507,1.0468747304199522
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,MatrixSensing,high,0.6912022206201851,0.7389734338101019,75,0.92,0.92,1.0423590294994574,1.0353507173474854,1.0494147810730634,1.042216095237768,1.0355291608127186,1.0489462105733094
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,MatrixSensing,middle,0.643214568836153,0.6901189691566146,73,0.821917808219178,0.821917808219178,1.0193773003026982,1.0138467004046767,1.0249380699840014,1.0189138188203233,1.0135507676731863,1.0243052477444048
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,MatrixSensing,low,0.457649519489893,0.6418478889179361,77,0.2077922077922078,0.2077922077922078,0.966056112813697,0.9560554904596923,0.9761613446265305,0.9669318085642128,0.9577463450023357,0.9762053672060522
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,SmallMLPDigits,low,0.32801223582338446,0.3969580046666966,50,0.26,0.16,0.8678010237703156,0.8165054969066993,0.9223191022103565,0.847643645766547,0.7964198525343684,0.9021620291382648
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,SmallMLPDigits,high,0.4399733950357556,0.5194041896564716,50,0.34,0.38,0.9453541260422132,0.8862023836009097,1.0084540959974455,0.9355823671436689,0.8750138468133284,1.0003434447328086
muon_grad_rank_fraction,Muon mean nr(G_i)/r_i,SmallMLPDigits,middle,0.3971417293484769,0.43901770611079305,50,0.46,0.38,0.9228606432182541,0.8626023117454985,0.9873284075460329,0.91870277169075,0.8558117336637604,0.9862154835141242
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,All,middle,0.34893849098757845,0.6070017632459755,227,0.21145374449339208,0.20704845814977973,0.8195602119158988,0.7873153257091038,0.853125703288804,0.8561350684524919,0.7940537669391231,0.9230700564012898
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,All,low,0.14274745026628802,0.34708891519731866,225,0.1511111111111111,0.2222222222222222,0.6249900725516475,0.5780152872456424,0.675782456636156,0.8215696997051264,0.7138987955339602,0.9454796333823803
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,All,high,0.6070423536162222,0.7389734338101019,223,0.6502242152466368,0.6502242152466368,1.0079491316896292,1.0013167142495896,1.014625480246041,1.0078553278140991,1.0013978353310773,1.0143544612990258
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,MatrixFactorizationInput,high,0.3876964361821027,0.6266233584775154,100,0.02,0.02,0.7405119462816047,0.7069460915494914,0.7756715103748205,0.7355320757352894,0.6986720246695971,0.7743367636500211
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,MatrixFactorizationInput,middle,0.2860925535278346,0.38558676495257466,100,0.12,0.17,0.6402273525332306,0.5817511209423536,0.7045814750949593,0.807069908950265,0.6445358206072613,1.0105905942035873
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,MatrixFactorizationInput,low,0.14274745026628802,0.2860025335371975,100,0.15,0.32,0.5354515336270658,0.46256752557262104,0.6198194404344644,0.8901997534259277,0.6782420982833965,1.1683963631942866
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,MatrixSensing,high,0.7069127416099747,0.7389734338101019,74,0.8918918918918919,0.8918918918918919,1.0404984013460041,1.033060202828201,1.0479901560815756,1.0404905296261888,1.0334119329659552,1.047617612789316
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,MatrixSensing,middle,0.6591486747664415,0.70686207009287,74,0.7162162162162162,0.7162162162162162,1.0096533414666755,1.001225227807563,1.018152401300413,1.010098338230165,1.0021572357368187,1.018102366087477
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,MatrixSensing,low,0.5875517915331666,0.6517022544042451,77,0.33766233766233766,0.33766233766233766,0.9769543536151977,0.9662393207216697,0.987788210000429,0.9768812064468609,0.9668932148502809,0.9869723738384525
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,SmallMLPDigits,high,0.3895107999908075,0.5133751059716305,50,0.5,0.54,1.0149888034867998,0.9777081405579336,1.0536910029363935,1.0344780051932148,0.9909304425889157,1.0799393148450065
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,SmallMLPDigits,middle,0.3241089482064747,0.3892577053773142,50,0.46,0.34,0.9640816958595736,0.9117734272349115,1.0193908799362332,0.9450750304954495,0.8933541855572952,0.9997902597935402
adam_grad_rank_fraction,Adam mean nr(G_i)/r_i,SmallMLPDigits,low,0.1895228036214294,0.3192572296906469,50,0.1,0.04,0.7737055613249146,0.7217634822635838,0.8293856787374685,0.7452171059162227,0.698990979012613,0.7945002891662922
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,All,middle,0.4067733463064138,0.5863334523802937,225,0.18222222222222223,0.2222222222222222,0.7716304874325935,0.7311185462109342,0.8143872320312878,0.9031080982496791,0.8118597972188254,1.0046121755482338
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,All,high,0.5926057162733913,0.7389734338101019,225,0.6444444444444445,0.6444444444444445,1.0032755288986928,0.9953007224131841,1.0113142331962388,1.0036217707825021,0.9959061837597761,1.0113971327961622
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,All,low,0.23259883397033512,0.40651269201540036,225,0.18222222222222223,0.2088888888888889,0.6656780958354951,0.6189249059029105,0.7159629917117651,0.7809896092968862,0.6938664333226725,0.8790521353063595
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,MatrixFactorizationInput,high,0.4879787425180569,0.6194405898495732,98,0.1326530612244898,0.17346938775510204,0.808556605977933,0.7354045247716535,0.8889852632788069,1.0055733939812057,0.8237606792852049,1.2275141022272418
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,MatrixFactorizationInput,middle,0.37805544482697334,0.4875241628945542,102,0.029411764705882353,0.09803921568627451,0.5829289618109026,0.553443440108082,0.6139853684986779,0.6805567050138778,0.5920421223086585,0.782304858534848
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,MatrixFactorizationInput,low,0.23259883397033512,0.3769929826564191,100,0.13,0.24,0.5421285684404276,0.4709160600671154,0.6241099203059246,0.7782392662591989,0.6014649917849788,1.0069685913892323
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,MatrixSensing,high,0.6988754950277529,0.7389734338101019,75,0.92,0.92,1.0423590294994574,1.0353507173474854,1.0494147810730634,1.042216095237768,1.0355291608127186,1.0489462105733094
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,MatrixSensing,middle,0.649358170914933,0.6985187523298035,75,0.76,0.76,1.0139887464312938,1.0072299653112016,1.020792880771408,1.0138881579586738,1.0074562642737646,1.0203611147227867
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,MatrixSensing,low,0.5340767503370628,0.6480866948214616,75,0.25333333333333335,0.25333333333333335,0.9697995391397485,0.9591611634688418,0.9805559085756508,0.9703687592618288,0.9605292042041537,0.9803091096345337
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,SmallMLPDigits,middle,0.365965049434528,0.41168141704483685,50,0.38,0.32,0.9561342985213181,0.9058307905342508,1.0092313115892986,0.9429322944316956,0.8926530418360946,0.9960435580361567
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,SmallMLPDigits,high,0.4117157379249013,0.5133751059716305,50,0.52,0.52,1.0003787344919206,0.9472192676204882,1.0565215960372745,1.0066763262166591,0.9488749676448349,1.0679986935269066
pair_mean_grad_rank_fraction,pair mean nr(G_i)/r_i,SmallMLPDigits,low,0.2651538378635061,0.3641661694131205,50,0.16,0.08,0.7915301438354576,0.7411650550201131,0.8453177390873864,0.7675382009054964,0.7202306765364592,0.8179530656514937
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,All,low,-0.1610765625450979,0.0,297,0.5454545454545454,0.5488215488215489,0.9757632050187913,0.9612653197073066,0.99047974866965,0.9857136973557341,0.9671163324228383,1.0046686841908272
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,All,middle,0.0007146789811456333,0.10217505052934445,153,0.23529411764705882,0.19607843137254902,0.8307694156319698,0.7800826763390762,0.8847495821705532,0.8148082782422377,0.7608687649278238,0.8725716718770269
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,All,high,0.1031045239132774,0.5842793216006095,225,0.1288888888888889,0.21777777777777776,0.6038269151150186,0.5615470579171573,0.6492900964875304,0.8292516169950925,0.7131734875841365,0.9642229503208353
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,MatrixFactorizationInput,low,-0.06376104382719,0.08414703830991022,100,0.06,0.06,0.7791486956756849,0.7144966420997227,0.8496508649629055,0.7909833209251039,0.7144508358524092,0.8757140205949079
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,MatrixFactorizationInput,middle,0.08445399650337221,0.21145685217742488,100,0.07,0.17,0.5777647901303183,0.5282194519708163,0.6319573265786768,0.7177271871286353,0.589200658725444,0.8742901208866851
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,MatrixFactorizationInput,high,0.21211956434490592,0.5842793216006095,100,0.16,0.28,0.5639168100551585,0.4955321957714424,0.6417386627476773,0.9308367437234052,0.7049928301916686,1.229029582088127
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,MatrixSensing,high,-0.0033606757590068925,0.0,75,0.9066666666666666,0.9066666666666666,1.0375256404897681,1.0305149186859948,1.0445840571102964,1.036484090522492,1.029371129943837,1.0436462017006942
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,MatrixSensing,middle,-0.01534654881513553,-0.0034588571864335727,75,0.7733333333333333,0.7733333333333333,1.0219195163496768,1.0153337800075433,1.0285479696032558,1.0215755136541784,1.0150571772271688,1.0281357085210168
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,MatrixSensing,low,-0.1610765625450979,-0.015522940162702392,75,0.25333333333333335,0.25333333333333335,0.9667560749153634,0.9563145982904886,0.9773115563188987,0.9683927235817755,0.9587952274776033,0.9780862901802825
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,SmallMLPDigits,low,-0.023071858087562347,0.02965471919175272,50,0.54,0.58,1.0215927122499324,0.9869639243083276,1.0574364918693184,1.04047387351658,1.0041709767455083,1.0780891965024009
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,SmallMLPDigits,middle,0.0309070820912814,0.0980055098410127,50,0.4,0.26,0.9537377948145053,0.9085699348048115,1.0011510907556593,0.9336949280950171,0.8845700839750158,0.985547934011956
delta_mean_grad_rank_fraction,Muon - Adam mean nr(G_i)/r_i,SmallMLPDigits,high,0.09811843807046194,0.21410427724022746,50,0.12,0.08,0.7770411671365018,0.7196604536855049,0.8389970191257966,0.7499532409787061,0.6983638528155629,0.8053536296114718
