direction,seeds,trajectory_steps,comparisons,geomean_tail_output_drift_sq_ratio_vs_fro,tail_output_drift_sq_ratio_vs_fro_ci95_low,tail_output_drift_sq_ratio_vs_fro_ci95_high,geomean_tail_output_drift_sq_ratio_vs_polar_grad,tail_output_drift_sq_ratio_vs_polar_grad_ci95_low,tail_output_drift_sq_ratio_vs_polar_grad_ci95_high,less_tail_drift_than_fro_fraction,less_tail_drift_than_polar_grad_fraction,mean_actual_head_loss_decrease_diff_vs_fro,actual_head_loss_decrease_diff_vs_fro_ci95_low,actual_head_loss_decrease_diff_vs_fro_ci95_high,mean_tail_loss_increase_diff_vs_fro,tail_loss_increase_diff_vs_fro_ci95_low,tail_loss_increase_diff_vs_fro_ci95_high,mean_direction_cosine_to_polar_grad,direction_cosine_to_polar_grad_ci95_low,direction_cosine_to_polar_grad_ci95_high,geomean_alignment_ratio_to_polar_grad,alignment_ratio_to_polar_grad_ci95_low,alignment_ratio_to_polar_grad_ci95_high,mean_gradient_momentum_cosine,gradient_momentum_cosine_ci95_low,gradient_momentum_cosine_ci95_high
polar_grad,20,6,120,0.560382418111985,0.5460013974169875,0.5751422176108615,1.0,1.0,1.0,1.0,0.0,1.3427948880214101e-05,8.421729105731423e-06,1.843416865469678e-05,0.0003040298035999071,-4.877448651017147e-05,0.0006568340937099856,1.0,1.0,1.0,1.0,1.0,1.0,0.8589033391839362,0.8359851200688722,0.8818215582990003
polar_momentum,20,6,120,0.7292389754908826,0.6960085252471665,0.7640559908172719,1.3013237958960266,1.2480122860918421,1.356912620682824,0.8416666666666667,0.10833333333333334,9.064903583964658e-06,2.4365942744644136e-06,1.56932128934649e-05,0.0011710755445467106,0.00041912386613587405,0.0019230272229575473,0.47636684789844824,0.4519470327307341,0.5007866630661624,0.8722348128864785,0.8541593644398058,0.8906927682167028,0.8589033391839362,0.8359851200688722,0.8818215582990003
ns_momentum,20,6,120,0.801934845509656,0.764424670856802,0.841285637369318,1.4310492613445984,1.36733296601265,1.4977346698272866,0.775,0.025,5.724637131562099e-06,-9.086330655093718e-07,1.2357907328633569e-05,0.000911176801328543,0.00015486992434446422,0.0016674836783126218,0.4360601768636272,0.4260098929569473,0.4461104607703071,0.8045208040293466,0.7868473081998179,0.8225912669090021,0.8589033391839362,0.8359851200688722,0.8818215582990003
