seed,geometry,step,target_first_order_head_gain,actual_head_loss_decrease,head_batch_loss_after,tail_loss,tail_loss_increase,tail_accuracy,tail_accuracy_drop,tail_margin,tail_margin_drop,tail_output_drift_fro,tail_output_drift_rms,cumulative_condition_proxy,condition_score_tail,nrG,stA_tail,tail_eval_examples
13,frobenius,0,0.0,0.0,,12.722131643205381,0.0,0.17,0.0,-11.860722165732728,0.0,0.0,0.0,0.0,,,,200
13,frobenius,1,0.0017316454533865702,0.0016837192997657124,0.0848985533695628,12.728305382895575,0.006173739690193969,0.17,0.0,-11.870958987595056,0.010236821862328327,0.7638515251701548,0.01708023934997358,1.493438453126536,2.23035841327698,2.75666972091168,1.2285005947276355,200
13,frobenius,2,0.003963304372299401,0.0038286184878540686,0.19199972156513237,12.726621141018263,0.004489497812881993,0.17,0.0,-11.875237581252033,0.014515415519305463,1.8510201906319108,0.041390069739775714,2.860218601423733,1.8680879737793084,2.2908214761609056,1.2285068793803666,200
13,frobenius,3,0.002960629189411118,0.002930019529122918,0.1453966260348766,12.736080873958654,0.013949230753272701,0.17,0.0,-11.888626190350479,0.027904024617750878,1.90137885836438,0.04251612378283698,4.4006166797896915,2.3728262398335365,2.903447890447783,1.228531227643085,200
13,frobenius,4,0.002633109537893466,0.0025871492220353454,0.1258352245989276,12.745873289321668,0.02374164611628693,0.17,0.0,-11.901849776781273,0.041127611048544566,2.364273473243712,0.0528667620357247,5.945388019705918,2.3863184926265735,2.9339414436369786,1.2285149782540057,200
13,frobenius,5,0.003985799567890184,0.003867359216269073,0.18969000731236205,12.747434243141365,0.025302599935983494,0.175,-0.004999999999999977,-11.908990118631,0.04826795289827146,3.4216903205164426,0.07651132154627815,7.426563545198705,2.1938809373188324,2.6841593603780733,1.2285029297414198,200
13,frobenius,6,0.0028550706908872974,0.0027747599209183016,0.1354907526201297,12.751643455694564,0.029511812489182887,0.175,-0.004999999999999977,-11.912351320618182,0.05162915488545394,3.7364223910331353,0.08354894459002393,9.064224083238376,2.681932037852383,3.322310655469912,1.228534487940595,200
13,frobenius,7,0.0014681896779577398,0.0014320973449176017,0.06803311140697535,12.758790111714813,0.03665846850943133,0.175,-0.004999999999999977,-11.92118404271379,0.06046187698106209,4.126927564226121,0.09228090571827235,10.762131627941471,2.882890030359695,3.557864626666227,1.228536706252072,200
13,frobenius,8,0.0016457646959267159,0.001611323637086201,0.07133173084854222,12.769142627757326,0.04701098455194419,0.175,-0.004999999999999977,-11.937076009778497,0.07635384404576939,4.70180442591575,0.10513554313256993,12.216922871230153,2.116417561549426,2.6120426692483987,1.2285240694616246,200
13,spectral,0,0.0,0.0,,12.722131643205381,0.0,0.17,0.0,-11.860722165732728,0.0,0.0,0.0,0.0,,,,200
13,spectral,1,0.0017316454533865702,0.0016999439447717979,0.08488232872455671,12.729624783733358,0.007493140527977005,0.17,0.0,-11.873304025742858,0.01258186001012973,0.5872673584074349,0.01313169734365757,1.493438453126536,2.23035841327698,2.75666972091168,1.2285005947276355,200
13,spectral,2,0.003963304372299401,0.0038671249504970417,0.19234642107763603,12.72940103790974,0.007269394704358945,0.17,0.0,-11.877226150148863,0.016503984416134543,1.3904461063759312,0.031091320129064848,2.8561884180663597,1.8570874669434905,2.277844738971358,1.228510205639488,200
13,spectral,3,0.002960629189411118,0.0029367694011857293,0.14399394535362128,12.738270165717488,0.016138522512106235,0.17,0.0,-11.890502546678517,0.029780380945789275,1.518709576197627,0.03395937850457791,4.3979922019443665,2.3771589079805393,2.9086880409469416,1.228507283347085,200
13,spectral,4,0.002633109537893466,0.00259862552900815,0.12471716093592906,12.74662622649304,0.024494583287658855,0.17,0.0,-11.901722158317915,0.04099999258518672,1.8714463059309236,0.04184681156302413,5.9412597828331695,2.381674826222379,2.928987192208621,1.2284704733961855,200
13,spectral,5,0.003985799567890184,0.003885327466174787,0.1890204644028501,12.753810671776261,0.03167902857087945,0.175,-0.004999999999999977,-11.914221824871513,0.05349965913878485,2.6936995148684955,0.060232952262041575,7.41370595796199,2.1680977386514924,2.6523245299821787,1.2284305819696062,200
13,spectral,6,0.0028550706908872974,0.002801642447708641,0.13278989204586378,12.760362657055357,0.03823101384997507,0.175,-0.004999999999999977,-11.921610760899853,0.06088859516712475,3.05292096899182,0.0682653881660024,9.058464910200541,2.7052320109688566,3.349704816797522,1.228462169964182,200
13,spectral,7,0.0014681896779577398,0.0014438459420069577,0.0664154744640765,12.769827210833915,0.04769556762853355,0.175,-0.004999999999999977,-11.934152792083205,0.07343062635047737,3.393810299109446,0.07588790531547616,10.766165917722539,2.916242731091648,3.59853590317817,1.2284697185691658,200
13,spectral,8,0.0016457646959267159,0.001619431409682029,0.07076961742263538,12.779374302512217,0.057242659306835364,0.175,-0.004999999999999977,-11.949292167524954,0.08857000179222574,3.7985515244532317,0.08493819424712881,12.21410791036524,2.0965360140581173,2.5878270391519083,1.228456843131181,200
14,frobenius,0,0.0,0.0,,12.110603350684942,0.0,0.175,0.0,-11.261682132277114,0.0,0.0,0.0,0.0,,,,200
14,frobenius,1,0.0016502362257730411,0.0016130076187344938,0.08089880366991756,12.121707788924411,0.011104438239469161,0.175,0.0,-11.27962085079902,0.017938718521905983,0.7379051815642322,0.016500061469269477,1.437368772905205,2.066028989323015,2.546808999872136,1.2307040732542909,200
14,frobenius,2,0.0022543910655238816,0.0022241175456919476,0.107300723853342,12.127552360130947,0.016949009446005192,0.175,0.0,-11.28943214859275,0.027750016315636117,1.2359538786354285,0.02763676889683343,2.668768863757768,1.5163461837517005,1.8692061853685562,1.2306880939045257,200
14,frobenius,3,0.0021328260222652625,0.002082155092841015,0.1011032009369531,12.133231741263264,0.022628390578322666,0.175,0.0,-11.297692904596706,0.03601077231959238,1.8077732224009235,0.04042303813192313,4.072453405177312,1.9703302918201941,2.422972036479042,1.2306808061500192,200
14,frobenius,4,0.0038151653579159618,0.0036657045160081447,0.181863418301337,12.14647726856265,0.03587391787770855,0.175,0.0,-11.320358352633352,0.05867622035623832,2.553117678103223,0.05708944682795232,5.454178298641409,1.9091636812183712,2.3728059960042125,1.2306721552203248,200
14,frobenius,5,0.0020176230673361975,0.001960960659100855,0.09379704722135679,12.157199455294654,0.046596104609712086,0.175,0.0,-11.3372667609384,0.07558462866128579,3.144019741758676,0.07030241865173735,6.871151462806991,2.007812947965421,2.46460416179817,1.2306679269507081,200
14,frobenius,6,0.002465671432616421,0.0024111197052837374,0.11422586996168306,12.161834517576398,0.05123116689145668,0.175,0.0,-11.342230059053431,0.08054792677631717,3.6511192515106097,0.08164150840335872,8.215391012538461,1.8069799670622664,2.223006238394558,1.2306505477955434,200
14,frobenius,7,0.001982676101092443,0.0019434605826848805,0.0861199532331827,12.170677743890241,0.060074393205299614,0.175,0.0,-11.355671048095523,0.09398891581840907,4.146369965314195,0.09271565102305983,9.437972692512417,1.4947059642079417,1.8438698570562142,1.2306394750296097,200
14,frobenius,8,0.003465542047556861,0.0033219335271732764,0.16238133575027625,12.191814983264342,0.08121163257940012,0.175,0.0,-11.39005075893339,0.12836862665627535,5.461814118346995,0.12212987649091957,11.055902986077955,2.617698434837066,3.2536057619633887,1.230633558383881,200
14,spectral,0,0.0,0.0,,12.110603350684942,0.0,0.175,0.0,-11.261682132277114,0.0,0.0,0.0,0.0,,,,200
14,spectral,1,0.0016502362257730411,0.0016250802276104315,0.08088673106104162,12.121763981878303,0.01116063119336097,0.175,0.0,-11.278603119041032,0.01692098676391751,0.5568167791401907,0.01245080169169953,1.437368772905205,2.066028989323015,2.546808999872136,1.2307040732542909,200
14,spectral,2,0.0022543910655238816,0.002229212788592033,0.10799910231976798,12.125934603664415,0.015331252979473575,0.175,0.0,-11.286930123280818,0.02524799100370423,0.9659506052166821,0.02159931216171564,2.665155776035035,1.5074609250545283,1.858362205603363,1.230666158610215,200
14,spectral,3,0.0021328260222652625,0.0020962332361335045,0.10105351929557574,12.13167218398914,0.02106883330419862,0.175,0.0,-11.296469598398057,0.03478746612094241,1.398284914644552,0.031266601210577116,4.062285680358043,1.9519719695536186,2.401082947576196,1.2306421542700725,200
14,spectral,4,0.0038151653579159618,0.0037162293020198967,0.1828967559566141,12.142775410821132,0.03217206013619034,0.175,0.0,-11.316673066798309,0.054990934521194745,1.9340037022106469,0.04324563746879267,5.431256734137085,1.8740817460849,2.328802264118782,1.2306191141864598,200
14,spectral,5,0.0020176230673361975,0.0019774175712670428,0.09328396869139086,12.153815689780961,0.04321233909601929,0.175,0.0,-11.334379266503552,0.07269713422643775,2.4449662719636946,0.054671107868050586,6.838898755860994,1.9814560613229728,2.4311848839989825,1.2305952770335522,200
14,spectral,6,0.002465671432616421,0.0024322634588177655,0.11443451327993068,12.160305413428222,0.049702062743280706,0.175,0.0,-11.343640404625077,0.08195827234796305,2.9150902946015047,0.06518340059278854,8.179025083150881,1.795938573095481,2.209396248553155,1.2305401184951217,200
14,spectral,7,0.001982676101092443,0.0019556513954704785,0.08720469737717192,12.170265320343912,0.05966196965897019,0.175,0.0,-11.359868226127858,0.09818609385074417,3.3466324605908215,0.0748329767758846,9.376466416482822,1.4338657467717766,1.768505889951376,1.2305175098410153,200
14,spectral,8,0.003465542047556861,0.003395951395777974,0.16191698430310006,12.188881907282589,0.07827855659764715,0.175,0.0,-11.388903204156797,0.12722107187968312,4.213641197123057,0.09421988149560744,10.958883189851623,2.5040428446389273,3.1185502259898232,1.2304797692008025,200
15,frobenius,0,0.0,0.0,,11.027668819785276,0.0,0.19,0.0,-10.10608380921854,0.0,0.0,0.0,0.0,,,,200
15,frobenius,1,0.003140422684751258,0.0030966726441547243,0.15392446159340817,11.034840029481096,0.007171209695819414,0.19,0.0,-10.115695979436612,0.009612170218073146,0.5399000652781871,0.01207253247018601,1.1774085085224466,1.386290795941052,1.729901359296306,1.2460309872027995,200
15,frobenius,2,0.0037240173929556364,0.003586471760636145,0.1812714067681668,11.047863072219881,0.02019425243460482,0.19,0.0,-10.13199773991459,0.02591393069605097,1.7426156379463955,0.03896607025102304,2.7120987420348412,2.3552741128383285,2.9662807314962136,1.2460160687942916,200
15,frobenius,3,0.002330003236614745,0.002279512833204711,0.1107429662768406,11.061341150046665,0.03367233026138905,0.19,0.0,-10.14849661797908,0.04241280876053999,2.496876818209188,0.055831862969591264,4.186551375413142,2.1740105680762065,2.678540258506143,1.2460029972590863,200
15,frobenius,4,0.0036333590994697307,0.003516955884231898,0.17539559429524837,11.070010978147787,0.04234215836251032,0.19,0.0,-10.160564935751113,0.054481126532573754,3.2350767384675354,0.07233851499641714,5.805549027777338,2.621153398360777,3.253585841492182,1.245951527512989,200
15,frobenius,5,0.0018760525703354531,0.001793188778589777,0.08585730108766945,11.083992019066875,0.056323199281598235,0.185,0.0050000000000000044,-10.17980034830272,0.07371653908418097,4.150164768632744,0.09280050540487496,7.216309746074836,1.9902458042912736,2.495250555255716,1.2459166901444063,200
15,frobenius,6,0.0013487673014563222,0.0013083062470377882,0.06359130258615132,11.08984782393041,0.06217900414513444,0.185,0.0050000000000000044,-10.189903861790357,0.08382005257181824,4.286900293200942,0.09585800468361093,8.625034132398516,1.9845043966230307,2.5100028401539056,1.245897595993377,200
15,frobenius,7,0.002817846064488582,0.0027557379930572834,0.12978998984574913,11.0902659234925,0.06259710370722438,0.185,0.0050000000000000044,-10.188654182219699,0.08257037300115933,4.6314366361615615,0.10356207151940212,9.989808975490726,1.8626103723373681,2.320625021802063,1.2458905548698338,200
15,frobenius,8,0.0030540950767409536,0.002955186914019109,0.13896857077161437,11.107593931645354,0.07992511186007789,0.185,0.0050000000000000044,-10.21537651597873,0.10929270676019165,5.600466023072878,0.1252302273326886,11.65906210645229,2.7864060152249834,3.4833913128798324,1.2458846957279177,200
15,spectral,0,0.0,0.0,,11.027668819785276,0.0,0.19,0.0,-10.10608380921854,0.0,0.0,0.0,0.0,,,,200
15,spectral,1,0.003140422684751258,0.0031065807897254216,0.15391455344783747,11.036396064604359,0.008727244819082713,0.19,0.0,-10.118517249242123,0.012433440023583486,0.4699422684723953,0.010508228578047323,1.1774085085224466,1.386290795941052,1.729901359296306,1.2460309872027995,200
15,spectral,2,0.0037240173929556364,0.0036470119368864073,0.18116349032949924,11.046544828415563,0.01887600863028638,0.19,0.0,-10.13338083931591,0.027297030097370723,1.2924044410368267,0.028899041845809645,2.7074274207303786,2.340957871713943,2.949000818717324,1.2459884730449309,200
15,spectral,3,0.002330003236614745,0.002290786130149075,0.11024977380629807,11.05584166377596,0.028172843990683205,0.19,0.0,-10.146381736986273,0.040297927767733555,1.8609248782253889,0.041611545287324865,4.168690692527062,2.135290349501948,2.633221913675343,1.245950040233116,200
15,spectral,4,0.0036333590994697307,0.0035576474449359186,0.17363525291247078,11.06546453840566,0.03779571862038367,0.19,0.0,-10.159734299607198,0.05365049038865877,2.585779822412148,0.057819794577608954,5.797074084158965,2.6516324701426206,3.291165890829547,1.2459069080486709,200
15,spectral,5,0.0018760525703354531,0.0018367285112745602,0.08599887652645768,11.075655797506938,0.04798697772166172,0.185,0.0050000000000000044,-10.176318830709123,0.0702350214905838,3.2649024335193753,0.07300543781253811,7.17730905533187,1.9050485756486693,2.3902245517013165,1.2458684179690274,200
15,spectral,6,0.0013487673014563222,0.0013187204720177814,0.06257489254856105,11.080764137921166,0.05309531813588997,0.185,0.0050000000000000044,-10.185317514001847,0.0792337047833076,3.5053912816183983,0.0783829319343385,8.574753818601092,1.9528518663885714,2.468292493529559,1.2458214321048966,200
15,spectral,7,0.002817846064488582,0.0027734746520489406,0.12864912297434844,11.081706614486318,0.054037794701041975,0.185,0.0050000000000000044,-10.187812993310878,0.08172918409233887,3.857841368355394,0.08626395546053467,9.949840423076768,1.8908631698084464,2.3551576418321307,1.2457774912362836,200
15,spectral,8,0.0030540950767409536,0.002999973121983107,0.13810811324213862,11.094672994995523,0.06700417521024704,0.185,0.0050000000000000044,-10.207585399498123,0.10150159027958416,4.524719450610724,0.1011758027068108,11.585074469458318,2.6739903864453787,3.3455879820432592,1.2457652228827834,200
16,frobenius,0,0.0,0.0,,12.104698123389337,0.0,0.2,0.0,-11.076950523097485,0.0,0.0,0.0,0.0,,,,200
16,frobenius,1,0.004452363442305905,0.004310513487416762,0.2183076586278785,12.115456535470612,0.010758412081274926,0.2,0.0,-11.096066021109833,0.019115498012347132,0.9538642630921238,0.02132905333581733,1.4687217955059368,2.157143712594183,2.6514723468615573,1.2204500663138913,200
16,frobenius,2,0.004275394578820804,0.004081507556809111,0.2058494035461695,12.1262320641675,0.02153394077816273,0.2,0.0,-11.116397551000231,0.0394470279027459,1.9700805918696633,0.04405234124573587,2.8575707409365885,1.9289013932238326,2.3778919264100917,1.2204534878249573,200
16,frobenius,3,0.0020630305333115056,0.0020010453997740124,0.0976965724070167,12.13929381729213,0.03459569390279249,0.2,0.0,-11.137631480766522,0.06068095766903703,2.615475399238121,0.058483807861748394,4.371005156085664,2.290483728957623,2.805048827425442,1.2204588259145224,200
