seeds,head_only_steps,geomean_final_tail_output_drift_sq_ratio_spectral_over_fro,final_tail_output_drift_sq_ratio_ci95_low,final_tail_output_drift_sq_ratio_ci95_high,spectral_less_final_tail_output_drift_fraction,geomean_tail_output_drift_area_ratio_spectral_over_fro,tail_output_drift_area_ratio_ci95_low,tail_output_drift_area_ratio_ci95_high,spectral_less_tail_output_drift_area_fraction,mean_final_tail_loss_increase_diff_spectral_minus_fro,final_tail_loss_increase_diff_ci95_low,final_tail_loss_increase_diff_ci95_high,mean_final_tail_margin_drop_diff_spectral_minus_fro,final_tail_margin_drop_diff_ci95_low,final_tail_margin_drop_diff_ci95_high,mean_final_tail_accuracy_drop_diff_spectral_minus_fro,final_tail_accuracy_drop_diff_ci95_low,final_tail_accuracy_drop_diff_ci95_high,mean_final_actual_head_loss_decrease_diff_spectral_minus_fro,final_actual_head_loss_decrease_diff_ci95_low,final_actual_head_loss_decrease_diff_ci95_high,frobenius_proxy_drift_spearman,frobenius_proxy_drift_spearman_ci95_low,frobenius_proxy_drift_spearman_ci95_high,frobenius_proxy_drift_points,spectral_proxy_drift_spearman,spectral_proxy_drift_spearman_ci95_low,spectral_proxy_drift_spearman_ci95_high,spectral_proxy_drift_points
20,8,0.6167247906568258,0.5743554426483757,0.662219662543632,0.95,0.7787196193281022,0.754889610853737,0.8033018825635921,1.0,-0.0035383906354511828,-0.007721265624399699,0.0006444843534973337,-0.003658056033518875,-0.009635847075721144,0.002319735008683394,0.0,0.0,0.0,3.2100728984781056e-05,2.2490530167852175e-05,4.171092780170994e-05,0.9502578225711942,0.9324443403602111,0.9634629488788241,160,0.9738573772412985,0.9643407508354059,0.9808589849259485,160
