seeds,geomean_tail_output_drift_sq_ratio_spectral_over_fro,tail_output_drift_sq_ratio_ci95_low,tail_output_drift_sq_ratio_ci95_high,spectral_less_tail_output_drift_fraction,mean_tail_loss_increase_diff_spectral_minus_fro,tail_loss_increase_diff_ci95_low,tail_loss_increase_diff_ci95_high,mean_tail_margin_drop_diff_spectral_minus_fro,tail_margin_drop_diff_ci95_low,tail_margin_drop_diff_ci95_high,mean_tail_accuracy_drop_diff_spectral_minus_fro,tail_accuracy_drop_diff_ci95_low,tail_accuracy_drop_diff_ci95_high,mean_actual_head_loss_decrease_diff_spectral_minus_fro,actual_head_loss_decrease_diff_ci95_low,actual_head_loss_decrease_diff_ci95_high,mean_nrG,mean_stA_tail,mean_condition_score_tail
20,0.5500679069130286,0.510120195451349,0.5931439392395855,1.0,0.0013986466365935256,0.00023791494476716347,0.002559378328419888,0.0018924203117930637,9.141655772597476e-05,0.0036934240658601527,0.0,0.0,0.0,2.555342325003193e-05,1.1751645452231544e-05,3.935520104783232e-05,2.939939566889137,1.234581863487731,2.3733441268436137
