seed,geometry,head_classes,tail_classes,head_train_examples,tail_train_examples,tail_eval_examples,warmup_steps,hidden_dim,head_loss_before,head_loss_after,actual_head_loss_decrease,actual_head_gain_relative_error,matched_first_order_head_gain,tail_loss_before,tail_loss_after,tail_loss_increase,tail_accuracy_before,tail_accuracy_after,tail_accuracy_drop,tail_margin_before,tail_margin_after,tail_margin_drop,tail_positive_margin_fraction_before,tail_margin_certified_preserved_fraction,tail_prediction_changed_fraction,tail_positive_margin_prediction_changed_fraction,tail_output_drift_fro,tail_output_drift_rms,centered_tail_output_drift_fro,true_logit_delta_fro,competitor_logit_delta_fro,margin_delta_fro,margin_delta_rms,tail_output_jvp_fro,tail_output_linearization_residual_fro,tail_output_linearization_relative_error,update_fro_norm,update_op_norm,step_size,alignment,nrG,stA_tail,condition_score_tail,partition_name
5,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.094119196956149,0.0922663715787218,0.0018528253774272,0.0157027273137218,0.0018823839391229,12.176572461421912,12.183526776273425,0.0069543148515105,0.19,0.19,0.0,-11.177556862982527,-11.191278196166,0.0137213331834704,0.19,1.0,0.01,0.0,0.674998626745735,0.0150934281412247,0.6749901117652861,0.0489146578397795,0.3063851285654768,0.3228360262237917,0.0228279543354161,0.674995093006456,4.044913803972291e-05,5.992508458033491e-05,0.0050045611572153,0.0043837293701728,0.0050045611572153,0.3761336668668846,3.4616140268261626,1.235244288640418,2.779311788202929,low_vs_high
5,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.094119196956149,0.0922608968020474,0.0018583001541015,0.0127943001004364,0.0018823839391229,12.176572461421912,12.1821775411764,0.0056050797544866,0.19,0.19,0.0,-11.177556862982527,-11.18904686412339,0.01149000114086,0.19,1.0,0.01,0.0,0.471176770638045,0.0105358328856549,0.4710171329603055,0.0793816956668873,0.2328818343220196,0.2623730183149836,0.0185525740450907,0.4711541106259104,0.0002424433392435,0.0005145733291417,0.0148201562616613,0.002286799758136,0.002286799758136,0.8231520632385043,3.4616140268261626,1.235244288640418,2.779311788202929,low_vs_high
6,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1419396145581634,0.1391471478266722,0.0027924667314911,0.0163187563303867,0.0028387922911632,11.464374371250493,11.46374513013117,-0.0006292411193236,0.19,0.19,0.0,-10.452985597780057,-10.453415912707204,0.0004303149271489,0.19,1.0,0.015,0.0,0.5309438628737592,0.0118722656962205,0.5309087253426231,0.0326911967781337,0.2347439749100995,0.2349987143567601,0.0166169184491785,0.5309458213419156,1.2171751530287708e-05,2.292465830039824e-05,0.0036582304218783,0.0034226919869564,0.0036582304218783,0.7760014990268526,2.301656995858925,1.230362606086305,1.86072929842807,low_vs_high
6,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1419396145581634,0.1391358951135702,0.0028037194445931,0.0123548477566557,0.0028387922911632,11.464374371250493,11.463602249180104,-0.0007721220703889,0.19,0.19,0.0,-10.452985597780057,-10.45401350473238,0.0010279069523235,0.19,1.0,0.015,0.0,0.4124735159137826,0.0092231882050155,0.4123034655258309,0.0745286421247943,0.1854327871621603,0.1966861554764947,0.0139078114302941,0.4124870130790882,0.0003248771891872,0.0007876058612418,0.013303057331402,0.0020527063109731,0.0020527063109731,1.3829510222616856,2.301656995858925,1.230362606086305,1.86072929842807,low_vs_high
7,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0978575678847014,0.0959383636272231,0.0019192042574782,0.0193889450943863,0.001957151357694,12.198531688275327,12.200841648068351,0.0023099597930258,0.19,0.19,0.0,-11.235379752294689,-11.240665455683985,0.0052857033892959,0.19,1.0,0.0,0.0,0.637721441715583,0.0142598849438521,0.6376827544780227,0.0780439304125289,0.2532013917204072,0.2588747926909768,0.0183052121390051,0.637732344321612,5.996759675501795e-05,9.403254717903404e-05,0.0052035993144314,0.0042985020736693,0.0052035993144314,0.3761149234273587,3.694907423363549,1.2339769189352914,2.9802341764306206,low_vs_high
7,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0978575678847014,0.0959282844505734,0.001929283434128,0.0142390231886927,0.001957151357694,12.198531688275327,12.20039856693402,0.0018668786586921,0.19,0.19,0.0,-11.235379752294689,-11.240996220309212,0.0056164680145229,0.19,1.0,0.0,0.0,0.4714706025862867,0.0105424031677572,0.4711868019756711,0.0919482808504933,0.2251864716934997,0.2416530162940214,0.0170874486515685,0.4714839955018504,0.0002414285294111,0.0005120609219283,0.0147591546824413,0.0022773870101093,0.0022773870101093,0.8593846144753516,3.694907423363549,1.2339769189352914,2.9802341764306206,low_vs_high
8,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1839419293320564,0.1803344477696353,0.0036074815624211,0.0193966173126322,0.0036788385866411,11.68852313087508,11.68044472762791,-0.0080784032471701,0.19,0.19,0.0,-10.713790814248428,-10.708381522725126,-0.0054092915233017,0.19,1.0,0.005,0.0,1.073725067296379,0.0240092223962023,1.073488675051074,0.1619630843165418,0.2437623364098246,0.2531456260679553,0.0179000988820365,1.0738280332842456,0.0001588083977006,0.0001478899719305,0.0081148895203095,0.0068604094283672,0.0081148895203095,0.453344260255661,3.048577377933989,1.2323668542525548,2.473421996955897,low_vs_high
8,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1839419293320564,0.1803233006516789,0.0036186286803774,0.0163665528795706,0.0036788385866411,11.68852313087508,11.685635980193892,-0.0028871506811878,0.19,0.19,0.0,-10.713790814248428,-10.714852309680818,0.0010614954323902,0.19,1.0,0.005,0.0,0.7458439903226963,0.0166775786297124,0.7447997716742004,0.1664462029196784,0.2204229475275943,0.2539608155655919,0.0179577414842096,0.7458918478720752,0.0010362371697166,0.0013892592775652,0.0237139611941511,0.0036591436531285,0.0036591436531285,1.005382388717019,3.048577377933989,1.2323668542525548,2.473421996955897,low_vs_high
9,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1292894677908474,0.1267571591546018,0.0025323086362455,0.0206825507464655,0.0025857893558169,11.775788464259584,11.777116037640033,0.0013275733804469,0.195,0.195,0.0,-10.648470990167068,-10.65485462043172,0.0063836302646524,0.195,1.0,0.005,0.0,0.7013769714712825,0.0156832658606271,0.7013120694798799,0.1103966452007571,0.2352583798429458,0.2728005509073987,0.0192899119458047,0.7013467930224322,7.235060350753844e-05,0.0001031595271089,0.0055784247368867,0.0047687587716196,0.0055784247368867,0.4635339684192043,3.603759236203245,1.235594004113368,2.899009807917953,low_vs_high
9,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1292894677908474,0.1267392313302428,0.0025502364606046,0.0137493393003374,0.0025857893558169,11.775788464259584,11.77684705976681,0.0010585955072262,0.195,0.195,0.0,-10.648470990167068,-10.654345791175926,0.0058748010088578,0.195,1.0,0.005,0.0,0.4578790413397199,0.0102384866190804,0.4577110574102427,0.1149404111488645,0.1809156565785059,0.2302112713194702,0.0162783951055573,0.4578492008678852,0.000286609486177,0.0006259910154561,0.0156230358057742,0.0024106867614086,0.0024106867614086,1.0726359795936116,3.603759236203245,1.235594004113368,2.899009807917953,low_vs_high
10,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1505008044848245,0.1475740686825761,0.0029267358022484,0.0276677216886376,0.0030100160896964,11.757396146541543,11.762913664854434,0.0055175183128906,0.185,0.185,0.0,-10.906409487102014,-10.920220032619836,0.0138105455178223,0.185,1.0,0.01,0.0,0.72956448880277,0.0163135579093287,0.7295130422119851,0.1254965339505485,0.3310748848937251,0.3830753648784793,0.0270875188211083,0.7295025721834751,6.745006862223982e-05,9.24603575013518e-05,0.0054581927540003,0.0051403387554255,0.0054581927540003,0.5514675324520951,2.9092876836213986,1.236805975447682,2.317769168102913,low_vs_high
10,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1505008044848245,0.1475474964549571,0.0029533080298674,0.018839786279949,0.0030100160896964,11.757396146541543,11.763613347579737,0.0062172010381917,0.185,0.185,0.0,-10.906409487102014,-10.918959757197612,0.0125502700955983,0.185,1.0,0.005,0.0,0.5518179313206157,0.012339024056362,0.5515124920628163,0.1107637714065623,0.2881035620431395,0.3268629372927933,0.0231126999478287,0.5518538277518107,0.0004002272903103,0.0007252414863928,0.0188888708046574,0.0029146160421598,0.0029146160421598,1.032731600374365,2.9092876836213986,1.236805975447682,2.317769168102913,low_vs_high
11,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1507004097549547,0.147758417447481,0.0029419923074736,0.0238937265474277,0.003014008195099,12.336867973568353,12.34266809873846,0.0058001251701078,0.2,0.2,0.0,-11.442906104689582,-11.456650135245956,0.0137440305563725,0.2,1.0,0.01,0.0,0.838890205075978,0.0187581552420862,0.8388535419043479,0.1634981605886694,0.3310902203724074,0.3927613603393021,0.0277724221283973,0.8389034964767301,4.483418475032232e-05,5.344379292566931e-05,0.0060464391991818,0.0055109034959993,0.0060464391991818,0.4984765571622623,3.295597088971876,1.2321490716387244,2.6400486964944374,low_vs_high
11,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1507004097549547,0.1477482371281351,0.0029521726268195,0.0205160584433943,0.003014008195099,12.336867973568353,12.339943346059664,0.0030753724913132,0.2,0.2,0.0,-11.442906104689582,-11.45174339814904,0.0088372934594591,0.2,1.0,0.01,0.0,0.5872870176062449,0.0131321369367067,0.5868426019201887,0.1264333010137625,0.2779846327435591,0.3065864364542414,0.0216789348236612,0.5873991595188411,0.0011679880917689,0.0019884061337876,0.0192129050501931,0.0029646156117484,0.0029646156117484,1.0166607040571982,3.295597088971876,1.2321490716387244,2.6400486964944374,low_vs_high
12,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1023905815495899,0.1004097184529045,0.0019808630966853,0.0326927209969958,0.0020478116309917,11.692237031888524,11.688894341268368,-0.0033426906201565,0.19,0.19,0.0,-10.682582505466309,-10.67634607910204,-0.0062364263642678,0.19,1.0,0.0,0.0,0.5623177521919284,0.0125738071885603,0.5623088696232779,0.0224633954261183,0.1570374119235126,0.1550915020240524,0.0109666252785614,0.5622396332490628,8.377221761112742e-05,0.0001489973538987,0.0042359001773347,0.0038302330466865,0.0042359001773347,0.4834419002480612,2.0542654766128714,1.2364002624887285,1.6627484725339872,low_vs_high
12,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1023905815495899,0.1003811345625749,0.002009446987015,0.0187344594571754,0.0020478116309917,11.692237031888524,11.692310970896497,7.393900797225683e-05,0.19,0.19,0.0,-10.682582505466309,-10.682007204954092,-0.0005753005122155,0.19,1.0,0.0,0.0,0.4792478964129945,0.0107163087445323,0.4790997171987707,0.0461401797961035,0.1422742502057047,0.1435065989467411,0.0101474489260258,0.4792354115296909,0.0002526379562643,0.0005271687988539,0.0148698833223606,0.0022944728101856,0.0022944728101856,0.8924976673949193,2.0542654766128714,1.2364002624887285,1.6627484725339872,low_vs_high
13,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2983265704719595,0.2924741785712781,0.0058523919006813,0.019129960260881,0.0059665314094391,11.798497151250212,11.804924886317153,0.0064277350669392,0.175,0.175,0.0,-10.978011469887065,-10.990539870199663,0.0125284003125987,0.175,1.0,0.01,0.0,1.029178860846408,0.0230131389385836,1.0291606763050871,0.1536269167120639,0.2741423483003943,0.3365037096557846,0.0237944054992034,1.0290474072591071,0.0002326524012652,0.0002260852120359,0.0077236958932418,0.0064110816623878,0.0077236958932418,0.772496935652249,3.127589581991108,1.2238854867405935,2.560102197792144,low_vs_high
13,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2983265704719595,0.2924395574764284,0.005887012995531,0.0133274105927471,0.0059665314094391,11.798497151250212,11.803305788943996,0.0048086376937828,0.175,0.175,0.0,-10.978011469887065,-10.987263519617557,0.0092520497304899,0.175,1.0,0.01,0.0,0.7259980678081395,0.016233810311525,0.725813745983349,0.1096158123248989,0.2143563530418367,0.2587832968484667,0.0182987424059362,0.7259780588560925,0.0008612401417094,0.0011863170397553,0.02251021756606,0.0034734019788185,0.0034734019788185,1.7177773968645502,3.127589581991108,1.2238854867405935,2.560102197792144,low_vs_high
14,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0876991205575151,0.0860170775765476,0.0016820429809675,0.0410149096851955,0.0017539824111503,11.872463839575502,11.872665482594456,0.0002016430189524,0.17,0.175,-0.0049999999999999,-11.114137358697672,-11.114769626823936,0.0006322681262638,0.17,0.9705882352941176,0.005,0.0,0.8295932917924772,0.0185502699412579,0.8295743877467265,0.0447337130924377,0.2978717441845154,0.2937708663613068,0.0207727371719127,0.8295429629836316,0.0001352654366508,0.0001630601942114,0.0058447701071447,0.0049452695995732,0.0058447701071447,0.3000943371589942,2.697432100300075,1.2206392561552022,2.2207234058691645,low_vs_high
