metric_id,search_id,setting_id,phase,multiplicity_family,planned_family_size,dataset,model,partition_id,warmup_steps,target_head_gain_fraction_registered,geomean_tail_output_drift_sq_ratio_spectral_over_fro,tail_output_drift_sq_ratio_ci95_low,tail_output_drift_sq_ratio_ci95_high,mean_tail_accuracy_before,mean_actual_head_gain_relative_error_frobenius,mean_actual_head_gain_relative_error_spectral,raw_worse_ci95_low_above_one,adjustment_method,adjusted_primary_decision,claim_boundary
primary_tail_output_drift_ratio,NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w2000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,2000,0.002,0.8453759101483406,0.7980377148422845,0.8955221240394295,0.045625,0.08499614770068621,0.10111874873194711,False,pending_phase2_multiplicity_evaluator,pending,"phase2 can replicate or bound phase1, not retroactively select phase1"
primary_tail_output_drift_ratio,NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w2000_rho0p005_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,2000,0.005,0.73690579825904,0.6382857213388725,0.8507634392458745,0.045625,0.08188302278314431,0.04745298202110459,False,pending_phase2_multiplicity_evaluator,pending,"phase2 can replicate or bound phase1, not retroactively select phase1"
primary_tail_output_drift_ratio,NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w5000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,5000,0.002,0.8490728684911473,0.7929246364641174,0.9091970445294765,0.04708333333333334,0.17705530599984645,0.14169318181147586,False,pending_phase2_multiplicity_evaluator,pending,"phase2 can replicate or bound phase1, not retroactively select phase1"
primary_tail_output_drift_ratio,NNS-P2-heldout-architecture-boundary,resnet34_cifar100_mod5_01_vs_34_w5000_rho0p005_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_mod5_01_vs_34,5000,0.005,0.6641614624723191,0.4803726104823969,0.9182672754601903,0.04708333333333334,0.07439563384375388,0.07789870496898423,False,pending_phase2_multiplicity_evaluator,pending,"phase2 can replicate or bound phase1, not retroactively select phase1"
primary_tail_output_drift_ratio,NNS-P2-heldout-architecture-boundary,resnet34_cifar100_decade_even_vs_odd_w2000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_decade_even_vs_odd,2000,0.002,0.8745653263202744,0.8680125085568331,0.8811676127494522,0.04883333333333334,0.14553094726280183,0.3644268056703859,False,pending_phase2_multiplicity_evaluator,pending,"phase2 can replicate or bound phase1, not retroactively select phase1"
primary_tail_output_drift_ratio,NNS-P2-heldout-architecture-boundary,resnet34_cifar100_decade_even_vs_odd_w2000_rho0p005_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_decade_even_vs_odd,2000,0.005,0.7908523752058921,0.7485357051059973,0.8355613167179968,0.04883333333333334,0.113985238046542,0.21757478688675827,False,pending_phase2_multiplicity_evaluator,pending,"phase2 can replicate or bound phase1, not retroactively select phase1"
primary_tail_output_drift_ratio,NNS-P2-heldout-architecture-boundary,resnet34_cifar100_decade_even_vs_odd_w5000_rho0p002_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_decade_even_vs_odd,5000,0.002,0.8438554391655043,0.807818902299886,0.881499554147418,0.043333333333333335,0.0416683203083496,0.16043516700181065,False,pending_phase2_multiplicity_evaluator,pending,"phase2 can replicate or bound phase1, not retroactively select phase1"
primary_tail_output_drift_ratio,NNS-P2-heldout-architecture-boundary,resnet34_cifar100_decade_even_vs_odd_w5000_rho0p005_tail30,phase2_fresh_generality_search,NNS-P2-heldout-architecture-family,8,CIFAR100,resnet34_cifar_stem,cifar100_decade_even_vs_odd,5000,0.005,0.7032912621486133,0.5738326766590643,0.8619561407592358,0.043333333333333335,0.12089227989517315,0.08552029665521399,False,pending_phase2_multiplicity_evaluator,pending,"phase2 can replicate or bound phase1, not retroactively select phase1"
