seed,geometry,parameter,shape,gradient_nuclear_rank,update_nuclear_rank,warmup_steps
3,frobenius,layer3.0.downsample.0.weight,256x128x1x1,9.35232648814774,9.352293717780935,250
3,frobenius,layer3.1.conv1.weight,256x256x3x3,23.84792869727422,23.84830127453591,250
3,frobenius,layer3.1.conv2.weight,256x256x3x3,16.856053518097053,16.856141175178113,250
3,frobenius,layer4.0.conv1.weight,512x256x3x3,19.818666648897832,19.81851008207477,250
3,frobenius,layer4.0.conv2.weight,512x512x3x3,24.81671724996351,24.816808516487455,250
3,frobenius,layer4.0.downsample.0.weight,512x256x1x1,10.85562107083924,10.855672647259844,250
3,frobenius,layer4.1.conv1.weight,512x512x3x3,23.634500958053767,23.634612597313406,250
3,frobenius,layer4.1.conv2.weight,512x512x3x3,22.546811566239892,22.54738731657603,250
3,frobenius,fc.weight,100x512,11.726990782317621,11.72697945429326,250
3,spectral,conv1.weight,64x3x3x3,3.305830182636453,26.999999999870052,250
3,spectral,layer1.0.conv1.weight,64x64x3x3,7.6179399406457,63.999999998340705,250
3,spectral,layer1.0.conv2.weight,64x64x3x3,10.493407546257197,63.999999998442114,250
3,spectral,layer1.1.conv1.weight,64x64x3x3,7.935569514283708,63.99999999859462,250
3,spectral,layer1.1.conv2.weight,64x64x3x3,9.081223997657947,63.999999997805176,250
3,spectral,layer2.0.conv1.weight,128x64x3x3,11.951963459812019,127.99999995546081,250
3,spectral,layer2.0.conv2.weight,128x128x3x3,16.43384533390626,127.9999999428567,250
3,spectral,layer2.0.downsample.0.weight,128x64x1x1,7.083622776390387,63.999999998265004,250
3,spectral,layer2.1.conv1.weight,128x128x3x3,16.500211093217807,127.99999995403911,250
3,spectral,layer2.1.conv2.weight,128x128x3x3,13.984658128067792,127.99999994841096,250
3,spectral,layer3.0.conv1.weight,256x128x3x3,18.62454177727668,255.99999989951232,250
3,spectral,layer3.0.conv2.weight,256x256x3x3,20.789632867154495,255.9999998936578,250
3,spectral,layer3.0.downsample.0.weight,256x128x1x1,9.35232648814774,127.9999999464679,250
3,spectral,layer3.1.conv1.weight,256x256x3x3,23.84792869727422,255.9999998999235,250
3,spectral,layer3.1.conv2.weight,256x256x3x3,16.856053518097053,255.99999990812344,250
3,spectral,layer4.0.conv1.weight,512x256x3x3,19.818666648897832,511.9999994797782,250
3,spectral,layer4.0.conv2.weight,512x512x3x3,24.81671724996351,511.99999948952615,250
3,spectral,layer4.0.downsample.0.weight,512x256x1x1,10.85562107083924,255.99999990693505,250
3,spectral,layer4.1.conv1.weight,512x512x3x3,23.634500958053767,511.99999949153164,250
3,spectral,layer4.1.conv2.weight,512x512x3x3,22.546811566239892,511.9999995277054,250
3,spectral,fc.weight,100x512,11.726990782317621,99.99999999501178,250
4,frobenius,conv1.weight,64x3x3x3,3.17361248248622,3.173607250450579,250
4,frobenius,layer1.0.conv1.weight,64x64x3x3,12.800402471909186,12.800385661789143,250
4,frobenius,layer1.0.conv2.weight,64x64x3x3,16.159444794208454,16.15949062723647,250
4,frobenius,layer1.1.conv1.weight,64x64x3x3,13.555910504735728,13.555869625869402,250
4,frobenius,layer1.1.conv2.weight,64x64x3x3,17.687827429329218,17.6877643276805,250
4,frobenius,layer2.0.conv1.weight,128x64x3x3,21.6583519340453,21.65835809774782,250
4,frobenius,layer2.0.conv2.weight,128x128x3x3,29.973889010066983,29.97326204007516,250
4,frobenius,layer2.0.downsample.0.weight,128x64x1x1,11.79633913512171,11.796341045575767,250
4,frobenius,layer2.1.conv1.weight,128x128x3x3,31.610131030370248,31.610263585786903,250
4,frobenius,layer2.1.conv2.weight,128x128x3x3,27.634948567901226,27.634856153167465,250
4,frobenius,layer3.0.conv1.weight,256x128x3x3,35.69791134723167,35.697265674548845,250
4,frobenius,layer3.0.conv2.weight,256x256x3x3,38.13537179481421,38.13494620686726,250
4,frobenius,layer3.0.downsample.0.weight,256x128x1x1,15.310278625702184,15.310205437686486,250
4,frobenius,layer3.1.conv1.weight,256x256x3x3,37.21537220288968,37.2161683522125,250
4,frobenius,layer3.1.conv2.weight,256x256x3x3,26.877354188366066,26.877402310328883,250
4,frobenius,layer4.0.conv1.weight,512x256x3x3,26.10844998161033,26.108616431703155,250
4,frobenius,layer4.0.conv2.weight,512x512x3x3,33.80565868559416,33.806281650161864,250
4,frobenius,layer4.0.downsample.0.weight,512x256x1x1,14.391817690372815,14.391898921853114,250
4,frobenius,layer4.1.conv1.weight,512x512x3x3,30.24418963087311,30.244801471861912,250
4,frobenius,layer4.1.conv2.weight,512x512x3x3,28.561379059928548,28.561487889650618,250
4,frobenius,fc.weight,100x512,12.981600766748652,12.981535599825737,250
4,spectral,conv1.weight,64x3x3x3,3.17361248248622,26.9999999997848,250
4,spectral,layer1.0.conv1.weight,64x64x3x3,12.800402471909186,63.999999997701124,250
4,spectral,layer1.0.conv2.weight,64x64x3x3,16.159444794208454,63.99999999848335,250
4,spectral,layer1.1.conv1.weight,64x64x3x3,13.555910504735728,63.99999999835643,250
4,spectral,layer1.1.conv2.weight,64x64x3x3,17.687827429329218,63.99999999841199,250
4,spectral,layer2.0.conv1.weight,128x64x3x3,21.6583519340453,127.99999993810187,250
4,spectral,layer2.0.conv2.weight,128x128x3x3,29.973889010066983,127.99999995077258,250
4,spectral,layer2.0.downsample.0.weight,128x64x1x1,11.79633913512171,63.99999999805381,250
4,spectral,layer2.1.conv1.weight,128x128x3x3,31.610131030370248,127.99999995205867,250
4,spectral,layer2.1.conv2.weight,128x128x3x3,27.634948567901226,127.99999994838451,250
4,spectral,layer3.0.conv1.weight,256x128x3x3,35.69791134723167,255.99999990116777,250
4,spectral,layer3.0.conv2.weight,256x256x3x3,38.13537179481421,255.99999990221383,250
4,spectral,layer3.0.downsample.0.weight,256x128x1x1,15.310278625702184,127.99999995128998,250
4,spectral,layer3.1.conv1.weight,256x256x3x3,37.21537220288968,255.99999990318275,250
4,spectral,layer3.1.conv2.weight,256x256x3x3,26.877354188366066,255.9999998942802,250
4,spectral,layer4.0.conv1.weight,512x256x3x3,26.10844998161033,511.99999952382115,250
4,spectral,layer4.0.conv2.weight,512x512x3x3,33.80565868559416,511.99999948540255,250
4,spectral,layer4.0.downsample.0.weight,512x256x1x1,14.391817690372815,255.99999989120207,250
4,spectral,layer4.1.conv1.weight,512x512x3x3,30.24418963087311,511.9999994556039,250
4,spectral,layer4.1.conv2.weight,512x512x3x3,28.561379059928548,511.99999949139834,250
4,spectral,fc.weight,100x512,12.981600766748652,99.99999999592818,250
5,frobenius,conv1.weight,64x3x3x3,3.4612296989643094,3.4612237494712397,250
5,frobenius,layer1.0.conv1.weight,64x64x3x3,6.580245088034524,6.580254398888985,250
5,frobenius,layer1.0.conv2.weight,64x64x3x3,8.871448551200308,8.871471730126606,250
5,frobenius,layer1.1.conv1.weight,64x64x3x3,7.6854167336558605,7.685409755682068,250
5,frobenius,layer1.1.conv2.weight,64x64x3x3,7.991515287010312,7.991556786451541,250
5,frobenius,layer2.0.conv1.weight,128x64x3x3,8.951507648680536,8.95145734974651,250
5,frobenius,layer2.0.conv2.weight,128x128x3x3,12.68391092311474,12.68393498518855,250
5,frobenius,layer2.0.downsample.0.weight,128x64x1x1,6.0293431713968735,6.0293093331292615,250
5,frobenius,layer2.1.conv1.weight,128x128x3x3,14.262164346162864,14.26234690379191,250
5,frobenius,layer2.1.conv2.weight,128x128x3x3,11.303599925671783,11.3035170884672,250
5,frobenius,layer3.0.conv1.weight,256x128x3x3,15.370182165836232,15.370208505626284,250
5,frobenius,layer3.0.conv2.weight,256x256x3x3,19.007116494109226,19.00716132780709,250
5,frobenius,layer3.0.downsample.0.weight,256x128x1x1,8.50773359895596,8.507712073929026,250
5,frobenius,layer3.1.conv1.weight,256x256x3x3,17.636196245012375,17.636535211890894,250
5,frobenius,layer3.1.conv2.weight,256x256x3x3,14.48104968830666,14.481260341100823,250
5,frobenius,layer4.0.conv1.weight,512x256x3x3,15.932041315553064,15.932422791060565,250
5,frobenius,layer4.0.conv2.weight,512x512x3x3,21.12316842646655,21.122965037278494,250
