seed,geometry,head_classes,tail_classes,head_train_examples,tail_train_examples,tail_eval_examples,warmup_steps,hidden_dim,head_loss_before,head_loss_after,actual_head_loss_decrease,actual_head_gain_relative_error,matched_first_order_head_gain,tail_loss_before,tail_loss_after,tail_loss_increase,tail_accuracy_before,tail_accuracy_after,tail_accuracy_drop,tail_margin_before,tail_margin_after,tail_margin_drop,tail_positive_margin_fraction_before,tail_margin_certified_preserved_fraction,tail_prediction_changed_fraction,tail_positive_margin_prediction_changed_fraction,tail_output_drift_fro,tail_output_drift_rms,centered_tail_output_drift_fro,true_logit_delta_fro,competitor_logit_delta_fro,margin_delta_fro,margin_delta_rms,tail_output_jvp_fro,tail_output_linearization_residual_fro,tail_output_linearization_relative_error,update_fro_norm,update_op_norm,step_size,alignment,nrG,stA_tail,condition_score_tail
5,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,0.9830234124260484,0.9637727492202705,0.0192506632057779,0.0208441140649761,0.0196604682485209,6.117976676314571,6.130048011742973,0.0120713354284021,0.0,0.0,0.0,-4.678733830726373,-4.711351510476058,0.0326176797496851,0.0,,0.02,,1.0248118473346322,0.0229154895478737,1.024608699488852,0.084010575357906,0.4288087237969678,0.4933606333774892,0.0348858649431712,1.0240690095282223,0.0009063707422522,0.0008850680313719,0.0158927182347777,0.0125054246843694,0.0158927182347777,1.2370739830709554,3.6156647045624033,1.2019317661391369,3.000218549908256
5,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,0.9830234124260484,0.9635666137863952,0.0194567986396532,0.0103593468015732,0.0196604682485209,6.117976676314571,6.134964307216567,0.0169876309019958,0.0,0.0,0.0,-4.678733830726373,-4.712706885822524,0.0339730550961503,0.0,,0.01,,0.7397216689066187,0.0165406793610479,0.7360850636138113,0.1591157981270636,0.3534891748553093,0.4966233222679052,0.0351165718871027,0.7385985398692344,0.0031916296098002,0.0043211967496785,0.0468879618428692,0.0072349695852494,0.0072349695852494,2.717422377089794,3.6156647045624033,1.2019317661391369,3.000218549908256
6,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.1786174500883742,1.1555755131169096,0.0230419369714645,0.0225014499090951,0.0235723490017674,5.778072595346007,5.789228406826801,0.0111558114807941,0.0,0.0,0.0,-4.219343503288117,-4.244951025415986,0.0256075221278688,0.0,,0.04,,1.2387317613189917,0.027698884241973,1.238710910910884,0.0793094495098343,0.3702583530396089,0.4228003296319502,0.0298964980170659,1.237751360815366,0.0011181691522314,0.0009033875361646,0.0187002749736884,0.0156087446984322,0.0187002749736884,1.260534887050277,3.327162204763953,1.19009639928903,2.7953142240718023
6,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.1786174500883742,1.1552877508068045,0.0233296992815696,0.0102938285946639,0.0235723490017674,5.778072595346007,5.797998632647296,0.019926037301289,0.0,0.0,0.0,-4.219343503288117,-4.252767230104945,0.033423726816828,0.0,,0.03,,0.8765278895579035,0.019599759452259,0.8749139152521861,0.1882230594802115,0.3347420461893929,0.5023811066720139,0.0355237087267783,0.8733944110490849,0.0044099247050041,0.0050491789839908,0.0584828241550249,0.0090240956823642,0.0090240956823642,2.612156367959919,3.327162204763953,1.19009639928903,2.7953142240718023
7,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.23601442997351,1.211922318684286,0.0240921112892238,0.0254114068174682,0.0247202885994702,5.998631951982449,6.0130483043456,0.0144163523631508,0.0,0.0,0.0,-4.432826096049471,-4.458711166275231,0.02588507022576,0.0,,0.07,,1.336087378231818,0.0298758220160581,1.3357353238433538,0.1096045406861904,0.3010435514699032,0.3942930199414804,0.0278807268175143,1.3348430354497944,0.0014544401859311,0.001089596414938,0.0193902256602628,0.0165124076771419,0.0193902256602628,1.2748840076745689,3.165121379628885,1.1944627302829522,2.6548520376248854
7,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.23601442997351,1.211603684285231,0.0244107456882791,0.0125218162379247,0.0247202885994702,5.998631951982449,6.018311618277806,0.0196796662953566,0.0,0.0,0.0,-4.432826096049471,-4.466062266013461,0.03323616996399,0.0,,0.05,,0.965427446712296,0.0215876139819274,0.9613182279591418,0.1804004730070874,0.3172597978142148,0.485299322403284,0.0343158441776598,0.9624334206207468,0.0043487901055167,0.004518536048667,0.0615150746049496,0.0094919820847117,0.0094919820847117,2.6043336764495097,3.165121379628885,1.1944627302829522,2.6548520376248854
8,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.2119921108696663,1.1883363387501973,0.023655772119469,0.0240954579112407,0.0242398422173933,6.280087018168673,6.293375972655,0.0132889544863274,0.0,0.0,0.0,-4.760760274177832,-4.79213435525849,0.0313740810806582,0.0,,0.02,,1.3620973905298246,0.0304574235719976,1.3620645066412214,0.1277903693249648,0.4263029044707536,0.493864779806933,0.0349215134790683,1.3611212336375873,0.0010435469675882,0.000766681866243,0.017381130184435,0.0154524798067696,0.017381130184435,1.3946067925491037,3.161484193325922,1.191387932648747,2.6350844994178537
8,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.2119921108696663,1.188032595444709,0.0239595154249572,0.0115647119284858,0.0242398422173933,6.280087018168673,6.299616634388824,0.0195296162201508,0.0,0.0,0.0,-4.760760274177832,-4.796177738787974,0.0354174646101421,0.0,,0.005,,0.928623513439134,0.0207646530155459,0.927566243945087,0.1831953672529029,0.3490156493916991,0.5158307848444036,0.0364747445908256,0.9270817078458444,0.0037844022465517,0.0040820590186653,0.0571975155412795,0.0088257682575282,0.0088257682575282,2.7464852361965315,3.161484193325922,1.191387932648747,2.6350844994178537
9,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.1045753493410584,1.0829857512944103,0.021589598046648,0.022719542875573,0.0220915069868211,6.18963859498114,6.198054553624258,0.008415958643118,0.0,0.0,0.0,-4.684583435565063,-4.703320094099269,0.0187366585342063,0.0,,0.08,,1.112759819883376,0.0248820659988965,1.112597342589244,0.0748834258950546,0.3662053283653042,0.3946038590423135,0.02790270646112,1.1121472223191582,0.0006416831875294,0.0005769768378249,0.015988502740562,0.0136851790556057,0.015988502740562,1.38171205554952,3.368064232270008,1.1923453857730748,2.7991865648591947
9,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.1045753493410584,1.0827530537888266,0.0218222955522318,0.0121861960232029,0.0220915069868211,6.18963859498114,6.203099698510767,0.013461103529627,0.0,0.0,0.0,-4.684583435565063,-4.706487049524924,0.0219036139598607,0.0,,0.035,,0.7747015615849886,0.0173228535397927,0.770948027076097,0.1432042862000681,0.2649543791336083,0.3774176144132855,0.0266874554490883,0.7732448643744791,0.0028590343163844,0.003697450119759,0.05187474495578,0.0080044469251059,0.0080044469251059,2.759904237422208,3.368064232270008,1.1923453857730748,2.7991865648591947
10,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.1690753545753492,1.1462136670130163,0.0228616875623328,0.0222320797004114,0.0233815070915069,6.186493114607273,6.199969976009737,0.0134768614024647,0.0,0.0,0.0,-4.68470703257815,-4.717019647692686,0.0323126151145354,0.0,,0.015,,1.253496240278543,0.0280290280280323,1.253360496140598,0.103341155011686,0.4151401692570388,0.4895016578861699,0.0346129941693368,1.2525115506053386,0.0011377283219778,0.0009083575488209,0.0170255248646013,0.0145962065848561,0.0170255248646013,1.3733207802668486,3.017008923113134,1.1928634019606412,2.5360647582173783
10,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.1690753545753492,1.1459470426973712,0.0231283118779779,0.010828866271885,0.0233815070915069,6.186493114607273,6.203049947850916,0.0165568332436434,0.0,0.0,0.0,-4.68470703257815,-4.716936590118508,0.0322295575403579,0.0,,0.01,,0.8862120960880485,0.0198163048933545,0.8837336597025145,0.1452845878856047,0.3360989782764242,0.4704671091766192,0.0332670483224019,0.8845002065780655,0.003322413226592,0.0037562605433929,0.0538986637807456,0.0083167443798495,0.0083167443798495,2.8113773880266875,3.017008923113134,1.1928634019606412,2.5360647582173783
11,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.106367900912557,1.0846402199886689,0.0217276809238882,0.0180625763831934,0.0221273580182511,5.947315407645359,5.955329728456771,0.0080143208114122,0.0,0.0,0.0,-4.467306976842793,-4.483904578926265,0.0165976020834719,0.0,,0.03,,1.0381275532460428,0.0232132377837368,1.0380841975869315,0.0704531043552894,0.2447674654164754,0.2947330072610137,0.0208407708073766,1.0375746555446674,0.0005780415363455,0.0005571083808346,0.0157134324222558,0.0131928557898388,0.0157134324222558,1.4081810659592702,3.3330162025985564,1.2051619737829076,2.7470128014240345
11,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.106367900912557,1.084444813614605,0.0219230872979521,0.0092315910526028,0.0221273580182511,5.947315407645359,5.958868468158028,0.0115530605126688,0.0,0.0,0.0,-4.467306976842793,-4.489245799396798,0.0219388225540049,0.0,,0.025,,0.7403846394705406,0.016555503833528,0.7392430748171636,0.1085167893280289,0.2405272923132296,0.3386162026485295,0.0239437813112413,0.7390809626761505,0.0028202421317214,0.0038158771151533,0.050715984265091,0.0078256462687282,0.0078256462687282,2.827543854962276,3.3330162025985564,1.2051619737829076,2.7470128014240345
12,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.2315094455241842,1.2074655005425057,0.0240439449816785,0.0238018445955018,0.0246301889104836,5.916720019535962,5.927057080369959,0.0103370608339972,0.0,0.0,0.0,-4.464674355052699,-4.47632689274047,0.0116525376877714,0.0,,0.025,,1.2851569980068542,0.0287369840930288,1.2849511310363444,0.0947057382843185,0.2252153463276597,0.2644276341786227,0.0186978573260819,1.284238792505831,0.0011273116923237,0.0008778053574632,0.0183785969051267,0.0157698352383557,0.0183785969051267,1.3401561086316107,3.129046812022813,1.1876897317976516,2.637168295182307
12,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.2315094455241842,1.207135327842723,0.0243741176814611,0.0103966408846158,0.0246301889104836,5.916720019535962,5.932594120104597,0.0158741005686353,0.0,0.0,0.0,-4.464674355052699,-4.48579565979004,0.021121304737341,0.0,,0.015,,0.8906200636598196,0.0199148700446854,0.887631012040533,0.1576801685639424,0.1938825740884744,0.3252481830162516,0.0229985195779394,0.888688193524568,0.0042854769177055,0.0048222503111121,0.0579435877878624,0.0089408897044897,0.0089408897044897,2.75478053354304,3.129046812022813,1.1876897317976516,2.637168295182307
13,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.495661154782142,1.466559095608046,0.029102059174096,0.0271172357105499,0.0299132230956428,5.566257790981099,5.581773310151297,0.0155155191701981,0.0,0.0,0.0,-3.9298782978606734,-3.9674495728158887,0.0375712749552143,0.0,,0.015,,1.6298621027455866,0.0364448245568987,1.629837175674833,0.1103951190783299,0.4714971672751327,0.554316697990953,0.0391961096074338,1.6282944181261432,0.0017474294765473,0.0010731655510791,0.0224734984715058,0.019926949415502,0.0224734984715058,1.3310443469035236,2.917347637019324,1.180379287510331,2.4637178185148585
13,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.495661154782142,1.4661155986988434,0.0295455560832986,0.0122911199227382,0.0299132230956428,5.566257790981099,5.587314552557366,0.0210567615762675,0.0,0.0,0.0,-3.9298782978606734,-3.971167323074941,0.0412890252142665,0.0,,0.01,,1.1408891173766338,0.0255110562124389,1.140052098454598,0.1852273746694542,0.4199743603255592,0.5963150059781505,0.0421658384450447,1.1369398211728954,0.0069396831985177,0.0061038263145349,0.0759353492267312,0.0117170787662259,0.0117170787662259,2.55295911996995,2.917347637019324,1.180379287510331,2.4637178185148585
14,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.267126479801214,1.2423293118522962,0.0247971679489178,0.0215196215926288,0.0253425295960242,5.880007453039918,5.891211264379024,0.0112038113391061,0.0,0.0,0.0,-4.3327721494460265,-4.3521915587471,0.0194194093010731,0.0,,0.04,,1.282760980944165,0.0286834075227546,1.2827034362535672,0.0909812852655013,0.3046711822306953,0.362126818607084,0.025606232908658,1.2819198062079604,0.0009208297447147,0.0007183208655139,0.0177879663920406,0.0151337701832246,0.0177879663920406,1.4247007801501108,3.1841604977932336,1.1838438440959584,2.687261194785121
14,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.267126479801214,1.2420132908561896,0.0251131889450244,0.0090496353227423,0.0253425295960242,5.880007453039918,5.897650439606309,0.0176429865663916,0.0,0.0,0.0,-4.3327721494460265,-4.361694238814215,0.028922089368188,0.0,,0.025,,0.9026055764776928,0.020182874258745,0.9004722626175201,0.1616112225536792,0.2914635214311458,0.4345431557460359,0.0307268412146224,0.9006315361909061,0.0039393111235611,0.0043739431335281,0.057624818113898,0.0088917024759307,0.0088917024759307,2.8501324312891674,3.1841604977932336,1.1838438440959584,2.687261194785121
15,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.0389001460101943,1.018679402316915,0.0202207436932793,0.0268196721823884,0.0207780029202038,6.008592890379215,6.020137243629049,0.0115443532498336,0.0,0.0,0.0,-4.600884221720581,-4.619983239976681,0.0190990182560994,0.0,,0.045,,1.1761002352785608,0.0262984007443635,1.175966153265921,0.0944798664589182,0.2606763185643521,0.3319530126996542,0.0234726226315229,1.175148254528324,0.0011493932544976,0.0009780836163169,0.0163290995048485,0.0140841030930746,0.0163290995048485,1.2724524652467415,3.036905358548834,1.196853157475766,2.532636914207565
15,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.0389001460101943,1.01839400016857,0.0205061458416242,0.0130838887463671,0.0207780029202038,6.008592890379215,6.028525134911745,0.01993224453253,0.0,0.0,0.0,-4.600884221720581,-4.6310806851951485,0.0301964634745672,0.0,,0.035,,0.8265799452421223,0.0184828894639943,0.8246216036478056,0.1859772665581087,0.2725173398912942,0.4421385789804943,0.0312639187421291,0.824893512390856,0.0039948660450327,0.0048428869727125,0.0525240397551683,0.0081046352877645,0.0081046352877645,2.5637184379625424,3.036905358548834,1.196853157475766,2.532636914207565
16,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.3603153745945866,1.3337633697201616,0.0265520048744249,0.0240496663379159,0.0272063074918917,6.219712417448331,6.231312817466934,0.0116004000186027,0.0,0.0,0.0,-4.794498579637591,-4.811185763903494,0.0166871842659031,0.0,,0.025,,1.4429687867253214,0.0322657629652821,1.4429319944193184,0.1555536045892929,0.1858634562753362,0.293287504698728,0.0207385583409752,1.4421771036665876,0.0008758565774125,0.0006073155475744,0.0188903842724762,0.0165318600865966,0.0188903842724762,1.4402199076242217,3.281087979661888,1.1798347229340858,2.7682014020712646
16,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.3603153745945866,1.3334142839839391,0.0269010906106474,0.0112186073518137,0.0272063074918917,6.219712417448331,6.235898600440331,0.0161861829919995,0.0,0.0,0.0,-4.794498579637591,-4.81801173700837,0.0235131573707789,0.0,,0.02,,0.9752662724041892,0.0218076168125859,0.9744876997335488,0.1737163099734124,0.2083104268607673,0.3573561026007627,0.0252688923447395,0.9738409625829592,0.0046630921534794,0.0047883508012553,0.0608052049699982,0.0093824468220023,0.0093824468220023,2.8997028182554043,3.281087979661888,1.1798347229340858,2.7682014020712646
17,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.1938887590779126,1.17041875261638,0.0234700064615325,0.0170773330817129,0.0238777751815582,6.62355401584432,6.6224232824379445,-0.0011307334063754,0.0,0.0,0.0,-5.287887280741233,-5.275823567342959,-0.0120637133982741,0.0,,0.03,,1.1282248731333036,0.0252278751023214,1.1282204458357477,0.0732438819699144,0.2551929110634073,0.2400696770569774,0.0169754896604253,1.1280166621192804,0.0003092382445106,0.0002741433304094,0.0143388192642371,0.0126827936468709,0.0143388192642371,1.6652539335029106,2.822060498179914,1.1848985622503552,2.383218034859319
17,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.1938887590779126,1.1702354189060007,0.0236533401719118,0.0093993266935394,0.0238777751815582,6.62355401584432,6.625428280450312,0.0018742646059921,0.0,0.0,0.0,-5.287887280741233,-5.2850510276819485,-0.0028362530592849,0.0,,0.02,,0.7833802458843337,0.0175169148202786,0.7833066308147145,0.0768270883605616,0.1506208757167187,0.1532066660210789,0.0108333472466487,0.7830585561370387,0.0027437948837906,0.0035039459849928,0.0486152402378063,0.0075014944279054,0.0075014944279053,3.18306910856768,2.822060498179914,1.1848985622503552,2.383218034859319
18,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.145796581364834,1.1233907926695892,0.0224057886952449,0.0222614965146832,0.0229159316272966,6.573351481272578,6.577254341151673,0.0039028598790951,0.0,0.0,0.0,-5.225071161600442,-5.215904764225838,-0.0091663973746038,0.0,,0.065,,1.194392749027801,0.02670743378659,1.1942952158510298,0.0914187197085916,0.4063056203310892,0.3948148108593228,0.0279176230071511,1.1939979926306392,0.0004498800000757,0.0003767845531168,0.0148744131872807,0.0133760821033846,0.0148744131872807,1.5406276092217457,3.0591912861344195,1.1863288894325876,2.553616234495162
18,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.145796581364834,1.123171376769072,0.022625204595762,0.0126866773851068,0.0229159316272966,6.573351481272578,6.583242741897611,0.0098912606250332,0.0,0.0,0.0,-5.225071161600442,-5.230301857119591,0.005230695519149,0.0,,0.03,,0.8235997835869123,0.0184162510235445,0.8214549965735365,0.1246757842357096,0.2321769829096578,0.2516611849426855,0.0177951330434414,0.8227703031909323,0.0031433570278296,0.0038204551326644,0.0508757616912451,0.0078503004608321,0.0078503004608321,2.919115228981621,3.0591912861344195,1.1863288894325876,2.553616234495162
19,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.0556686020116903,1.034965556271645,0.0207030457400452,0.0194344275943542,0.0211133720402338,6.494178023127559,6.497688146380437,0.0035101232528775,0.0,0.0,0.0,-5.070182474382618,-5.079864604391583,0.0096821300089651,0.0,,0.03,,1.0515036187373632,0.0235123357008376,1.0514711451817678,0.0688012781676157,0.1740653227061404,0.2042768428906111,0.014444554084733,1.0512299780952457,0.000368966679373,0.0003509856901546,0.0139866422718237,0.0123778280582596,0.0139866422718237,1.5095382887404636,3.12586841640304,1.2082107183757482,2.573858636843334
19,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,20,32,1.0556686020116903,1.034796711386848,0.0208718906248424,0.011437368456883,0.0211133720402338,6.494178023127559,6.501241497912097,0.0070634747845375,0.0,0.0,0.0,-5.070182474382618,-5.085543615365137,0.0153611409825193,0.0,,0.015,,0.7195945551683893,0.0160906234159524,0.7188077005034346,0.0854718144433866,0.1794161326636761,0.2479092708034765,0.017529832650415,0.7191202579685857,0.0020904806718823,0.0029069973328072,0.0451743884243797,0.0069705594663705,0.0069705594663705,3.0289350721552912,3.12586841640304,1.2082107183757482,2.573858636843334
0,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,40,32,0.4050436140589462,0.3971473900851829,0.0078962239737633,0.0252625026432108,0.0081008722811789,9.210641243109707,9.21742890916964,0.0067876660599335,0.01,0.01,0.0,-8.26389226269712,-8.278951510937908,0.0150592482407887,0.01,1.0,0.03,0.0,0.805562415703098,0.0180129232163107,0.8054959926468385,0.0599138315840487,0.3833247193309411,0.3890389661294972,0.0275092091095971,0.8055505971893723,5.004361307334378e-05,6.212348826746548e-05,0.0079032006558639,0.0068500279299888,0.0079032006558639,1.0250115913694209,3.312257831888474,1.2220745120438932,2.6946949209585025
0,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,40,32,0.4050436140589462,0.3970863428584079,0.0079572712005382,0.0177266195116126,0.0081008722811789,9.210641243109707,9.217151351826017,0.0065101087163075,0.01,0.01,0.0,-8.26389226269712,-8.276903832116554,0.0130115694194348,0.01,1.0,0.025,0.0,0.5598172231321545,0.0125178936589866,0.5591368877051307,0.0611741077849099,0.3032264027687043,0.3107039722570707,0.0219700885724571,0.5597769138265948,0.0008558547806556,0.0015289211818419,0.0244645807613957,0.0037749667669015,0.0037749667669015,2.145945323865225,3.312257831888474,1.2220745120438932,2.6946949209585025
1,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,40,32,0.5122365397396719,0.5021813172241821,0.0100552225154897,0.0184981219223459,0.0102447307947934,8.53641517934125,8.537675744717713,0.0012605653764641,0.0,0.0,0.0,-7.563346896221304,-7.56387775063165,0.0005308544103455,0.0,,0.01,,0.6751550601375359,0.0150969260982049,0.6750799382953255,0.0297686381785052,0.2049038928368287,0.2013603937400253,0.0142383299875965,0.6751163946096942,8.212622219598933e-05,0.0001216475008631,0.0074324937521588,0.0065676580946901,0.0074324937521588,1.3783705895235718,3.044153505539517,1.232179243405237,2.457564689059246
