algo,d,r,lr,noise,dist,spectrum,kappa,init_scale,seed,iters,final_loss,min_loss,K_epsilon,time_s,I_conv,F_eps
Muon-Exact,50,5,0.001,0.0,normal,hard-cutoff,1.0,0.01,0,2000,6.186122718252278e-05,4.613013189183416e-05,43,28.654119968414307,1,182857500
Muon-Exact,50,5,0.001,0.0,normal,hard-cutoff,1.0,0.01,1,2000,6.001417292971734e-05,4.5994578095592244e-05,42,32.300599098205566,1,178605000
Muon-Exact,50,5,0.001,0.0,normal,hard-cutoff,1.0,0.01,2,2000,6.0142274727023724e-05,4.6622684733118955e-05,43,32.57466435432434,1,182857500
Muon-Exact,50,5,0.001,0.0,normal,hard-cutoff,1.0,0.01,3,2000,6.045116801223857e-05,4.506648948087108e-05,44,32.584938526153564,1,187110000
Muon-Exact,50,5,0.001,0.0,normal,hard-cutoff,1.0,0.01,4,2000,4.9634303414521595e-05,4.492947053660957e-05,44,32.44537043571472,1,187110000
Muon-Exact,50,5,0.003,0.0,normal,hard-cutoff,1.0,0.01,0,2000,0.00055612955161078,0.00041463832119101345,38,32.28741192817688,1,161595000
Muon-Exact,50,5,0.003,0.0,normal,hard-cutoff,1.0,0.01,1,2000,0.000435348498348179,0.0004035589378154062,37,32.77817368507385,1,157342500
Muon-Exact,50,5,0.003,0.0,normal,hard-cutoff,1.0,0.01,2,2000,0.0005316301183435371,0.0004206808863744764,38,32.456557512283325,1,161595000
Muon-Exact,50,5,0.003,0.0,normal,hard-cutoff,1.0,0.01,3,2000,0.00044338444363565584,0.00040599239686485254,38,31.999978065490723,1,161595000
Muon-Exact,50,5,0.003,0.0,normal,hard-cutoff,1.0,0.01,4,2000,0.0004304700871540627,0.00042136135444393523,38,31.93583035469055,1,161595000
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,0.004887887001686491,0.004408192010095682,40,31.93312096595764,1,170100000
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,0.004811801327834312,0.004593939715851801,40,31.824994802474976,1,170100000
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,0.0049313685891597845,0.004432890664851528,40,31.643784523010254,1,170100000
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,0.005991198202018481,0.0045805797553993485,41,31.81438636779785,1,174352500
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,0.006005675597540356,0.004635558628007683,41,32.051124811172485,1,174352500
Muon-Exact,50,5,0.03,0.0,normal,hard-cutoff,1.0,0.01,0,2000,0.054424106117278444,0.04233323168331566,2001,31.82767605781555,0,8509252500
Muon-Exact,50,5,0.03,0.0,normal,hard-cutoff,1.0,0.01,1,2000,0.04364348833920472,0.039779384143335164,2001,31.903879165649414,0,8509252500
Muon-Exact,50,5,0.03,0.0,normal,hard-cutoff,1.0,0.01,2,2000,0.05349741555699065,0.039258435723790806,2001,31.995182275772095,0,8509252500
Muon-Exact,50,5,0.03,0.0,normal,hard-cutoff,1.0,0.01,3,2000,0.0562912830890829,0.040527046616920755,2001,32.00453853607178,0,8509252500
Muon-Exact,50,5,0.03,0.0,normal,hard-cutoff,1.0,0.01,4,2000,0.04484305578759318,0.042612456728504264,2001,31.984487295150757,0,8509252500
Muon-Exact,50,5,0.1,0.0,normal,hard-cutoff,1.0,0.01,0,2000,0.6218531432445255,0.46625252121739486,2001,31.8498055934906,0,8509252500
Muon-Exact,50,5,0.1,0.0,normal,hard-cutoff,1.0,0.01,1,2000,0.596069624311992,0.4627762041359331,2001,32.20769500732422,0,8509252500
Muon-Exact,50,5,0.1,0.0,normal,hard-cutoff,1.0,0.01,2,2000,0.5977628311899548,0.45977888931061245,2001,31.961738348007202,0,8509252500
