algo,d,r,lr,noise,dist,spectrum,kappa,init_scale,seed,iters,final_loss,min_loss,K_epsilon,time_s,I_conv,F_eps
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,1,2000,0.005992827947296186,0.00439629036232603,40,31.0610408782959,1,170100000
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,2,2000,0.004852196187725589,0.00456320332029519,39,30.858524799346924,1,165847500
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,3,2000,0.004928586501507146,0.004421755111681487,41,30.788973808288574,1,174352500
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,4,2000,0.005001961937214996,0.0045713466989676585,41,30.993558406829834,1,174352500
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,5,2000,0.005993416703672226,0.004566948036224699,43,30.90595841407776,1,182857500
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,6,2000,0.005969792862378833,0.0044189278450917704,42,30.801928997039795,1,178605000
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,7,2000,0.006105907242391557,0.004679924368424625,42,30.802026510238647,1,178605000
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,8,2000,0.004971642203664606,0.004496323522479576,41,30.589672327041626,1,174352500
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,9,2000,0.005994969354770622,0.0046770865735317095,41,31.064347982406616,1,174352500
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,0,2000,0.005021697963112661,0.004642344773133603,40,31.5386381149292,1,170100000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,1,2000,0.00489780837365131,0.004671225991521711,40,31.375969648361206,1,170100000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,2,2000,0.006090281772236685,0.004544874277760462,40,30.9117214679718,1,170100000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,3,2000,0.004929263580174484,0.004323565896742207,41,31.169201850891113,1,174352500
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,4,2000,0.006252270125703111,0.004709100190816894,41,31.113587856292725,1,174352500
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,5,2000,0.005925279504901625,0.004525432331623563,41,31.261926889419556,1,174352500
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,6,2000,0.006146277824503356,0.004567077785714346,42,30.671858310699463,1,178605000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,7,2000,0.00607674726239122,0.004507807840179048,41,30.351900339126587,1,174352500
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,8,2000,0.005944140784219893,0.004525432958088703,42,30.44615364074707,1,178605000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,9,2000,0.0060614492822246464,0.004501731914200804,41,32.78663420677185,1,174352500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,0,2000,3.371170946000061e-32,2.811823112251676e-32,46,34.86215400695801,1,115115000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,1,2000,3.5266581917211803e-32,2.638870691200503e-32,46,33.693639516830444,1,115115000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,2,2000,2.9978989403145253e-32,2.47092598893129e-32,47,29.76604914665222,1,117617500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,3,2000,4.22857930906046e-32,3.201931055843248e-32,47,29.481661796569824,1,117617500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,4,2000,2.988909662299098e-32,2.6354617951989376e-32,48,29.54631471633911,1,120120000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,5,2000,3.5922156433219063e-32,2.7510224066870326e-32,49,29.376589059829712,1,122622500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,6,2000,4.0360606434805277e-32,2.964088036434592e-32,48,29.295876264572144,1,120120000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,7,2000,2.9121408910096076e-32,2.530989725365652e-32,47,29.040528535842896,1,117617500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,8,2000,4.363377327585638e-32,2.9739885952865965e-32,49,28.850412130355835,1,122622500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,9,2000,3.8426683881148837e-32,2.647455523927609e-32,47,28.702632188796997,1,117617500
SGD,50,5,0.01,0.001,normal,hard-cutoff,1.0,0.01,0,2000,4.0106315927386467e-32,2.714048459171488e-32,46,28.881467819213867,1,115115000
SGD,50,5,0.01,0.001,normal,hard-cutoff,1.0,0.01,1,2000,3.6140030267443407e-32,2.563255371391768e-32,46,28.665865421295166,1,115115000
SGD,50,5,0.01,0.001,normal,hard-cutoff,1.0,0.01,2,2000,3.59448741310826e-32,2.5252767099731976e-32,47,28.64725661277771,1,117617500
SGD,50,5,0.01,0.001,normal,hard-cutoff,1.0,0.01,3,2000,4.2655138305689467e-32,3.1166918039170995e-32,47,28.87338924407959,1,117617500
SGD,50,5,0.01,0.001,normal,hard-cutoff,1.0,0.01,4,2000,3.879517852027639e-32,2.9410582318904715e-32,48,28.822502613067627,1,120120000
SGD,50,5,0.01,0.001,normal,hard-cutoff,1.0,0.01,5,2000,4.0318808488797387e-32,2.7664148751460786e-32,49,27.775587558746338,1,122622500
SGD,50,5,0.01,0.001,normal,hard-cutoff,1.0,0.01,6,2000,4.2113094350638294e-32,3.026891408214845e-32,48,28.24268102645874,1,120120000
SGD,50,5,0.01,0.001,normal,hard-cutoff,1.0,0.01,7,2000,3.563010796506235e-32,2.4710711107618654e-32,47,27.909560203552246,1,117617500
SGD,50,5,0.01,0.001,normal,hard-cutoff,1.0,0.01,8,2000,4.939579455759842e-32,3.139732922594347e-32,49,27.764461040496826,1,122622500
SGD,50,5,0.01,0.001,normal,hard-cutoff,1.0,0.01,9,2000,4.0551550398748893e-32,2.746927402844757e-32,47,27.69879126548767,1,117617500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,0,2000,3.73269681498105e-32,2.6299719215481113e-32,46,27.696457624435425,1,115115000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,1,2000,3.438680508155356e-32,2.7946459236336187e-32,46,27.264034271240234,1,115115000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,2,2000,3.321703435378475e-32,2.463475348385496e-32,47,26.867857456207275,1,117617500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,3,2000,3.507654378921493e-32,2.8292732412540396e-32,47,27.32157874107361,1,117617500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,4,2000,3.7307975123346976e-32,2.7076508404976245e-32,48,27.585739850997925,1,120120000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,5,2000,4.42214730553353e-32,2.8517295844055947e-32,49,27.56547498703003,1,122622500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,6,2000,4.3247289541215627e-32,2.97246131779437e-32,48,27.286752939224243,1,120120000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,7,2000,3.6168832700224997e-32,2.560515510350962e-32,47,27.745838403701782,1,117617500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,8,2000,4.3495412512629e-32,3.088630101847716e-32,49,27.358940839767456,1,122622500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,9,2000,3.6766541296883655e-32,2.7616207389856845e-32,47,26.99730920791626,1,117617500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,0,2000,3.67016765782098e-32,2.636641427289875e-32,46,26.940633058547974,1,115115000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,1,2000,3.58313638826689e-32,2.570996105135436e-32,46,27.011828422546387,1,115115000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,2,2000,2.850800022280874e-32,2.4569858672525722e-32,47,28.052025079727173,1,117617500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,3,2000,4.042218804477706e-32,3.095157198799866e-32,47,28.04623770713806,1,117617500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,4,2000,3.567647096689155e-32,2.5838820810961554e-32,48,27.100261211395264,1,120120000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,5,2000,3.3594429354184044e-32,2.526020826109133e-32,49,28.195351600646973,1,122622500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,6,2000,3.3691736964624207e-32,2.8404337043552097e-32,48,27.637012481689453,1,120120000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,7,2000,4.0622451657072414e-32,2.885119191110193e-32,47,27.469027280807495,1,117617500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,8,2000,3.962653823650208e-32,3.264008291849156e-32,49,27.278369188308716,1,122622500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,9,2000,3.286607876040325e-32,2.6476083946169447e-32,47,26.70239233970642,1,117617500
