algo,d,r,lr,noise,dist,spectrum,kappa,init_scale,seed,iters,final_loss,min_loss,K_epsilon,time_s,I_conv,F_eps
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.1,1,2000,0.0049482668283684994,0.004604304969371206,53,31.550637245178223,1,225382500
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.1,2,2000,0.0049187810752735,0.004451228502478943,53,31.930009603500366,1,225382500
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.1,3,2000,0.0048593197881121155,0.004604826375396662,54,31.5652973651886,1,229635000
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.1,4,2000,0.004850106344456139,0.004497525577455942,54,31.784618616104126,1,229635000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.1,0,2000,0.004914289006034409,0.004690818253505552,52,31.864503383636475,1,221130000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.1,1,2000,0.005942302861457269,0.004592753162898473,54,31.26755928993225,1,229635000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.1,2,2000,0.005830964033174002,0.004687708281275977,53,31.061917543411255,1,225382500
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.1,3,2000,0.00594777325823776,0.004587313323467786,54,30.761889696121216,1,229635000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.1,4,2000,0.004895885513349649,0.00450344535619413,54,31.99567985534668,1,229635000
Muon-Exact,50,5,0.01,0,normal,hard-cutoff,1.0,1.0,0,2000,0.006107039562263292,0.0043169737287414,104,31.094416618347168,1,442260000
Muon-Exact,50,5,0.01,0,normal,hard-cutoff,1.0,1.0,1,2000,0.004807164566220201,0.0045519792846019464,104,30.944878101348877,1,442260000
Muon-Exact,50,5,0.01,0,normal,hard-cutoff,1.0,1.0,2,2000,0.0060217610659611485,0.004466808624178439,102,30.82801580429077,1,433755000
Muon-Exact,50,5,0.01,0,normal,hard-cutoff,1.0,1.0,3,2000,0.004894079907755064,0.004649742301902847,103,30.547695875167847,1,438007500
Muon-Exact,50,5,0.01,0,normal,hard-cutoff,1.0,1.0,4,2000,0.006187367673491085,0.004742497483873532,104,30.84213876724243,1,442260000
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,1.0,0,2000,0.005043212592454611,0.0045439527843978466,104,30.54637360572815,1,442260000
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,1.0,1,2000,0.006074498938438205,0.0045720253262845,104,30.500762939453125,1,442260000
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,1.0,2,2000,0.004879045118219352,0.004526954559580013,102,29.882073402404785,1,433755000
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,1.0,3,2000,0.0061305918656211844,0.004288495337240032,103,29.401479482650757,1,438007500
Muon-Exact,50,5,0.01,0.01,normal,hard-cutoff,1.0,1.0,4,2000,0.004777453385516966,0.004524945172367886,104,29.23442554473877,1,442260000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,1.0,0,2000,0.005011939600549759,0.004614420154093162,104,29.45889186859131,1,442260000
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,1.0,1,2000,0.005994801532434,0.004656486864529774,105,29.078038692474365,1,446512500
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,1.0,2,2000,0.00602056615297916,0.0046436266456590936,103,29.168931007385254,1,438007500
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,1.0,3,2000,0.005966358589015097,0.004339236362918645,103,29.05954885482788,1,438007500
Muon-Exact,50,5,0.01,0.1,normal,hard-cutoff,1.0,1.0,4,2000,0.004815240146518657,0.004701140180457825,104,28.889840126037598,1,442260000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.001,0,2000,3.563099494607971e-32,2.3501078896215718e-32,46,26.599246978759766,1,115115000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.001,1,2000,2.70734231554833e-32,2.3961361106596576e-32,46,26.56626057624817,1,115115000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.001,2,2000,2.7985651910704465e-32,2.293987193821789e-32,46,26.70574951171875,1,115115000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.001,3,2000,4.13159429188598e-32,2.8025545743943123e-32,47,26.922003984451294,1,117617500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.001,4,2000,3.735144923025959e-32,2.6059336780328356e-32,48,26.406710863113403,1,120120000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.001,0,2000,2.9267557699555846e-32,2.4759051996242545e-32,46,26.794859647750854,1,115115000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.001,1,2000,3.4270490949974726e-32,2.4158155035726494e-32,46,26.42667841911316,1,115115000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.001,2,2000,3.451504794172545e-32,2.3657473435496574e-32,46,26.231239795684814,1,115115000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.001,3,2000,3.1480844620106114e-32,2.6217855861079115e-32,47,25.98580551147461,1,117617500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.001,4,2000,3.403832987529184e-32,2.6034225211729253e-32,48,25.937424182891846,1,120120000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.001,0,2000,3.0834487484442065e-32,2.4610748572657493e-32,46,26.642393589019775,1,115115000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.001,1,2000,2.843911211611044e-32,2.2644037061697858e-32,46,27.20543646812439,1,115115000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.001,2,2000,3.5916667532877563e-32,2.501474848967917e-32,46,26.59265661239624,1,115115000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.001,3,2000,3.379742237032246e-32,2.745177209305817e-32,47,26.98361301422119,1,117617500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.001,4,2000,3.3543635961166366e-32,2.3931223312232453e-32,48,26.864434242248535,1,120120000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,0,2000,3.371170946000061e-32,2.811823112251676e-32,46,27.082507610321045,1,115115000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,1,2000,3.5266581917211803e-32,2.638870691200503e-32,46,26.843209505081177,1,115115000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,2,2000,2.9978989403145253e-32,2.47092598893129e-32,47,26.23268413543701,1,117617500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,3,2000,4.22857930906046e-32,3.201931055843248e-32,47,25.687551975250244,1,117617500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.01,4,2000,2.988909662299098e-32,2.6354617951989376e-32,48,25.778883457183838,1,120120000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,0,2000,3.73269681498105e-32,2.6299719215481113e-32,46,25.2852840423584,1,115115000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,1,2000,3.438680508155356e-32,2.7946459236336187e-32,46,25.433510065078735,1,115115000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,2,2000,3.321703435378475e-32,2.463475348385496e-32,47,24.90518307685852,1,117617500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,3,2000,3.507654378921493e-32,2.8292732412540396e-32,47,22.818791151046753,1,117617500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.01,4,2000,3.7307975123346976e-32,2.7076508404976245e-32,48,24.48714852333069,1,120120000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,0,2000,3.67016765782098e-32,2.636641427289875e-32,46,25.29261541366577,1,115115000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,1,2000,3.58313638826689e-32,2.570996105135436e-32,46,25.099390268325806,1,115115000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,2,2000,2.850800022280874e-32,2.4569858672525722e-32,47,25.312094926834106,1,117617500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,3,2000,4.042218804477706e-32,3.095157198799866e-32,47,25.307260751724243,1,117617500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.01,4,2000,3.567647096689155e-32,2.5838820810961554e-32,48,25.26780366897583,1,120120000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.1,0,2000,2.79771925643503e-31,2.1819580457206264e-31,63,24.7283718585968,1,157657500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.1,1,2000,2.6493920464866903e-31,2.321550621703373e-31,64,25.196910619735718,1,160160000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.1,2,2000,2.9946521835401535e-31,2.178699221791446e-31,64,24.873546838760376,1,160160000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.1,3,2000,3.083952168476076e-31,2.37098542160856e-31,64,24.983319759368896,1,160160000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,0.1,4,2000,2.4411999824634023e-31,1.9934058629538148e-31,64,25.360764980316162,1,160160000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.1,0,2000,2.8142878742303503e-31,2.0941711124442966e-31,63,24.761972427368164,1,157657500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.1,1,2000,3.1850448030174144e-31,2.3091376420999326e-31,64,25.278191089630127,1,160160000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.1,2,2000,2.9529013927232406e-31,2.2949570199194097e-31,64,25.153484106063843,1,160160000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.1,3,2000,3.1692138093378283e-31,2.28905660251557e-31,64,25.23988652229309,1,160160000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,0.1,4,2000,2.968562490793709e-31,2.0965380046441123e-31,64,25.254268646240234,1,160160000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.1,0,2000,3.1236253322728255e-31,2.150531894501675e-31,63,25.101170778274536,1,157657500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.1,1,2000,3.0412693178440464e-31,2.3487800211102276e-31,64,24.816086053848267,1,160160000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.1,2,2000,2.953785755679579e-31,2.3175851319478796e-31,64,25.083226203918457,1,160160000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.1,3,2000,3.052126627534908e-31,2.461282135476014e-31,64,24.451927661895752,1,160160000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,0.1,4,2000,2.4258970547004427e-31,2.055588874643387e-31,64,24.769189834594727,1,160160000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,1.0,0,2000,2.5878459509640095e-29,1.835952423616335e-29,106,24.595898866653442,1,265265000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,1.0,1,2000,2.727102318259144e-29,2.059736950983552e-29,105,24.595160484313965,1,262762500
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,1.0,2,2000,2.184609203844872e-29,2.0101318146118458e-29,106,24.4748752117157,1,265265000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,1.0,3,2000,2.615690434617203e-29,2.0071307767066485e-29,106,24.730412244796753,1,265265000
SGD,50,5,0.01,0,normal,hard-cutoff,1.0,1.0,4,2000,2.1714717507853702e-29,1.7976182418494886e-29,106,24.60779619216919,1,265265000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,1.0,0,2000,2.1965780290251268e-29,1.7547012522324713e-29,106,24.65852928161621,1,265265000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,1.0,1,2000,2.548511370165382e-29,1.9829125841150978e-29,105,24.857075691223145,1,262762500
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,1.0,2,2000,2.4807122709244847e-29,1.9017219547104923e-29,106,24.740416049957275,1,265265000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,1.0,3,2000,2.4012852387412988e-29,2.0065661277507282e-29,106,24.436736345291138,1,265265000
SGD,50,5,0.01,0.01,normal,hard-cutoff,1.0,1.0,4,2000,2.0535736529444052e-29,1.8239655175697234e-29,106,24.805083990097046,1,265265000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,1.0,0,2000,2.2855778759053397e-29,1.7708301115114924e-29,106,24.562129259109497,1,265265000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,1.0,1,2000,2.58912814454209e-29,1.9011844276630137e-29,105,24.791489601135254,1,262762500
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,1.0,2,2000,2.1752867772639582e-29,2.145156912916382e-29,106,24.586950540542603,1,265265000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,1.0,3,2000,2.7190492877527567e-29,1.9811336977182583e-29,106,24.549073457717896,1,265265000
SGD,50,5,0.01,0.1,normal,hard-cutoff,1.0,1.0,4,2000,2.1140745513267866e-29,1.8366281650262725e-29,106,24.6628475189209,1,265265000
