algo,d,r,lr,noise,dist,spectrum,kappa,init_scale,seed,iters,final_loss,min_loss,K_epsilon,time_s,I_conv,F_eps
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,0.004887887001686491,0.004408192010095682,40,27.645228624343872,1,170100000
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,0.004811801327834312,0.004593939715851801,40,33.188634634017944,1,170100000
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,0.0049313685891597845,0.004432890664851528,40,32.935420751571655,1,170100000
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,0.005991198202018481,0.0045805797553993485,41,32.95334243774414,1,174352500
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,0.006005675597540356,0.004635558628007683,41,32.79602885246277,1,174352500
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,0.0058737529209794605,0.004514772323932758,42,32.59057688713074,1,178605000
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,0.0049958590859879,0.004686441277156847,42,33.07348918914795,1,178605000
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,0.004937909109008528,0.004480602408636794,41,32.74120092391968,1,174352500
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,8,2000,0.004930318004733876,0.004462561031751471,41,32.39877891540527,1,174352500
Muon-Exact,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,9,2000,0.0048619140309998764,0.004695623246968283,41,32.252326250076294,1,174352500
Muon-Exact,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,0.006491064215244906,0.0060191776641749925,43,50.21907067298889,1,315946800
Muon-Exact,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,0.007977211122558642,0.005943728523567473,43,50.5737624168396,1,315946800
Muon-Exact,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,0.008161356615990868,0.005993337233642128,42,50.73510932922363,1,308599200
Muon-Exact,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,0.008033017897037491,0.005747820520364204,42,51.58432865142822,1,308599200
