algo,d,r,lr,noise,dist,spectrum,kappa,init_scale,seed,iters,final_loss,min_loss,K_epsilon,time_s,I_conv,F_eps
Muon-Exact,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,0.008051113551339395,0.005927925196444286,42,51.11910891532898,1,308599200
Muon-Exact,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,0.0066414902792627335,0.005619248886021704,42,50.29146122932434,1,308599200
Muon-Exact,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,0.006500021200502901,0.006145176443309456,42,50.006699085235596,1,308599200
Muon-Exact,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,0.006601874147036713,0.005777628037586233,42,51.70892143249512,1,308599200
Muon-Exact,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,8,2000,0.00820770274261066,0.00603498008263264,42,51.74166703224182,1,308599200
Muon-Exact,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,9,2000,0.007955025826548308,0.005933300494722583,42,51.802101135253906,1,308599200
Muon-Exact,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,0.010341614497235392,0.007630633772783473,44,75.29534077644348,1,513343600
Muon-Exact,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,0.010498207749931885,0.007339683533655866,43,71.6595950126648,1,501676700
Muon-Exact,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,0.008496738392828641,0.007093729844457407,43,71.22994542121887,1,501676700
Muon-Exact,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,0.010578622287064233,0.0073866294841410645,43,72.13324403762817,1,501676700
Muon-Exact,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,0.010529985615767888,0.007229157849525679,42,73.29157280921936,1,490009800
Muon-Exact,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,0.00839383652394749,0.007340001010252348,44,72.8078670501709,1,513343600
Muon-Exact,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,0.008544472527413674,0.00746442435185688,44,74.23732876777649,1,513343600
Muon-Exact,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,0.008489740712574094,0.007353620955897905,45,73.78633952140808,1,525010500
Muon-Exact,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,8,2000,0.008638566480974521,0.007549062303438618,43,73.94263434410095,1,501676700
Muon-Exact,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,9,2000,0.010445723547264106,0.007968954284959664,44,72.71144413948059,1,513343600
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,3.371170946000061e-32,2.811823112251676e-32,46,28.60594344139099,1,115115000
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,3.5266581917211803e-32,2.638870691200503e-32,46,28.451382875442505,1,115115000
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,2.9978989403145253e-32,2.47092598893129e-32,47,28.36597228050232,1,117617500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,4.22857930906046e-32,3.201931055843248e-32,47,28.23704481124878,1,117617500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,2.988909662299098e-32,2.6354617951989376e-32,48,28.887985944747925,1,120120000
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,3.5922156433219063e-32,2.7510224066870326e-32,49,29.77564549446106,1,122622500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,4.0360606434805277e-32,2.964088036434592e-32,48,28.868170022964478,1,120120000
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,2.9121408910096076e-32,2.530989725365652e-32,47,29.496569633483887,1,117617500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,8,2000,4.363377327585638e-32,2.9739885952865965e-32,49,29.727681159973145,1,122622500
SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,9,2000,3.8426683881148837e-32,2.647455523927609e-32,47,29.25735068321228,1,117617500
SGD,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,4.7767305685212177e-32,3.7348215272894646e-32,50,47.676937103271484,1,216180000
SGD,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,4.343940005007974e-32,3.833199433172682e-32,49,47.18277287483215,1,211856400
SGD,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,5.058086113132529e-32,3.7384807941838003e-32,48,46.934120655059814,1,207532800
SGD,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,4.5099180519391835e-32,3.231557977227851e-32,47,47.19647264480591,1,203209200
SGD,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,4.7755007820046456e-32,3.424665556073591e-32,49,47.550618171691895,1,211856400
SGD,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,4.701684501443441e-32,3.5173750087715313e-32,49,47.36332702636719,1,211856400
SGD,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,4.4206241156269923e-32,3.2560022411938787e-32,48,47.04732966423035,1,207532800
SGD,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,5.25957750576743e-32,3.548751868220968e-32,48,46.79857873916626,1,207532800
SGD,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,8,2000,4.1761313215410834e-32,3.648443569283697e-32,48,46.625547647476196,1,207532800
SGD,60,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,9,2000,5.143200931928677e-32,3.265711134908318e-32,48,46.27154088020325,1,207532800
SGD,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,5.850060354324839e-32,4.225682890980034e-32,49,66.86650967597961,1,336380100
SGD,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,4.872863275716291e-32,4.472169251835758e-32,49,66.58432102203369,1,336380100
SGD,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,5.260633793795893e-32,4.1548129679773524e-32,48,68.82980155944824,1,329515200
SGD,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,5.611994778234886e-32,4.452468880043015e-32,48,65.43500113487244,1,329515200
SGD,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,6.161617353596239e-32,4.390174504033779e-32,48,65.49977135658264,1,329515200
SGD,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,6.358584960337213e-32,4.553139129774474e-32,49,64.9898464679718,1,336380100
SGD,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,5.765876580791426e-32,4.573048430574577e-32,49,64.88139820098877,1,336380100
SGD,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,5.581656222869865e-32,4.6791648060873907e-32,49,65.28062915802002,1,336380100
SGD,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,8,2000,5.799075657997956e-32,4.4599912378350087e-32,47,63.91796112060547,1,322650300
SGD,70,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,9,2000,5.856109837846584e-32,4.949754309165644e-32,49,63.40886926651001,1,336380100
