algo,d,r,lr,noise,dist,spectrum,kappa,init_scale,seed,iters,final_loss,min_loss,K_epsilon,time_s,I_conv,F_eps
RMSprop,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,0.27526586299192857,0.1386659607301278,2001,29.11413550376892,0,5007502500
RMSprop,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,0.2874471871587621,0.13693674222087854,2001,29.05722737312317,0,5007502500
RMSprop,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,0.36958684585529666,0.14079413322283277,2001,29.16045641899109,0,5007502500
RMSprop,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,0.22905902054166052,0.11130239518659385,2001,29.059319734573364,0,5007502500
RMSprop,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,0.31268492925637925,0.1279438243752013,2001,29.159096479415894,0,5007502500
RMSprop,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,8,2000,0.360688913383366,0.13177977399680296,2001,29.136475801467896,0,5007502500
RMSprop,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,9,2000,0.3064821233173834,0.14385913991051025,2001,29.238118648529053,0,5007502500
Momentum-SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,0,2000,3.371170946000061e-32,2.811823112251676e-32,46,28.78585147857666,1,115115000
Momentum-SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,1,2000,3.5266581917211803e-32,2.638870691200503e-32,46,29.009002208709717,1,115115000
Momentum-SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,2,2000,2.9978989403145253e-32,2.47092598893129e-32,47,28.847778797149658,1,117617500
Momentum-SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,3,2000,4.22857930906046e-32,3.201931055843248e-32,47,29.296376705169678,1,117617500
Momentum-SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,4,2000,2.988909662299098e-32,2.6354617951989376e-32,48,28.71411919593811,1,120120000
Momentum-SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,5,2000,3.5922156433219063e-32,2.7510224066870326e-32,49,29.073747396469116,1,122622500
Momentum-SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,6,2000,4.0360606434805277e-32,2.964088036434592e-32,48,28.483482360839844,1,120120000
Momentum-SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,7,2000,2.9121408910096076e-32,2.530989725365652e-32,47,28.168089628219604,1,117617500
Momentum-SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,8,2000,4.363377327585638e-32,2.9739885952865965e-32,49,28.267614603042603,1,122622500
Momentum-SGD,50,5,0.01,0.0,normal,hard-cutoff,1.0,0.01,9,2000,3.8426683881148837e-32,2.647455523927609e-32,47,27.81060528755188,1,117617500
