setting,seeds,parameters,paired_points,warmup_steps,mean_tail_accuracy_before,geomean_jvp_tail_drift_sq_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_ci95_low,jvp_tail_drift_sq_ratio_ci95_high,spectral_less_jvp_tail_drift_fraction,geomean_scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_ci95_low,scaled_jvp_tail_drift_sq_ratio_ci95_high,spectral_less_scaled_jvp_tail_drift_fraction,geomean_observed_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_ci95_low,observed_tail_drift_sq_ratio_ci95_high,spectral_less_observed_tail_drift_fraction,mean_tail_loss_increase_diff_spectral_minus_fro,tail_loss_increase_diff_ci95_low,tail_loss_increase_diff_ci95_high,mean_tail_accuracy_drop_diff_spectral_minus_fro,tail_accuracy_drop_diff_ci95_low,tail_accuracy_drop_diff_ci95_high,scaled_jvp_observed_ratio_spearman,scaled_jvp_observed_ratio_spearman_ci95_low,scaled_jvp_observed_ratio_spearman_ci95_high,scaled_jvp_observed_ratio_spearman_points
all_resnet_matrix_layers,10,21,210,5000,0.3674499999999999,1.7846098307162197,1.7153440240478581,1.8566725993386604,0.0,0.0649953037591282,0.06007981927608769,0.07031295302884989,1.0,0.2010744047465789,0.1844503189158858,0.21919678145218383,1.0,-0.00013229392823718844,-0.00024267931028095174,-2.1908546193425145e-05,1.9047619047619063e-05,-3.422515358619053e-05,7.232039168142865e-05,-0.2499564292031241,-0.3734225749161033,-0.11778895806619002,210
