seed,direction,head_classes,tail_classes,warmup_steps,hidden_dim,momentum_beta,momentum_history_steps,newton_schulz_steps,head_gradient_fro_norm,momentum_fro_norm,gradient_momentum_cosine,direction_cosine_to_polar_grad,head_loss_before,head_loss_after,actual_head_loss_decrease,matched_first_order_head_gain,tail_loss_before,tail_loss_after,tail_loss_increase,tail_accuracy_before,tail_accuracy_after,tail_accuracy_drop,tail_margin_before,tail_margin_after,tail_margin_drop,tail_output_drift_fro,tail_output_drift_rms,update_fro_norm,update_op_norm,step_size,alignment
8,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,8,5,0.4533442602556611,0.28384540438624245,0.9128469112324524,0.34219881924707546,0.18394192933205641,0.1803344477696353,0.0036074815624211054,0.0036788385866411283,11.68852313087508,11.68044472762791,-0.00807840324717013,0.19,0.19,0.0,-10.713790814248428,-10.708381522725126,-0.005409291523301718,1.0737250672963792,0.024009222396202397,0.008114889520309504,0.006860409428367269,0.008114889520309504,0.4533442602556611
8,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,8,5,0.4533442602556611,0.28384540438624245,0.9128469112324524,1.0,0.18394192933205641,0.18032330065167895,0.0036186286803774614,0.0036788385866411283,11.68852313087508,11.685635980193892,-0.0028871506811878334,0.19,0.19,0.0,-10.713790814248428,-10.714852309680818,0.0010614954323902026,0.7458439903226963,0.016677578629712433,0.023713961194151187,0.003659143653128579,0.0036591436531285774,1.005382388717019
8,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,8,5,0.4533442602556611,0.28384540438624245,0.9128469112324524,0.3831187940424239,0.18394192933205641,0.18035031958659536,0.0035916097454610496,0.0036788385866411283,11.68852313087508,11.687766048479466,-0.000757082395614006,0.19,0.19,0.0,-10.713790814248428,-10.71814784682914,0.0043570325807120724,0.8035475011843889,0.017967868357983863,0.026244143445566047,0.004049559250536522,0.00404955925053652,0.9084540709346887
8,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,8,5,0.4533442602556611,0.28384540438624245,0.9128469112324524,0.45125229806625494,0.18394192933205641,0.18035906158685955,0.003582867745196866,0.0036788385866411283,11.68852313087508,11.685840045242452,-0.0026830856326274244,0.19,0.19,0.0,-10.713790814248428,-10.716040420694938,0.002249606446509844,0.8521406754456977,0.019054444766891658,0.012590566007178458,0.004400625171441484,0.0044006251714414826,0.8359808989221584
9,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,8,5,0.46353396841920447,0.2626108661754529,0.9236203369921904,0.35706406912444755,0.12928946779084746,0.12675715915460187,0.002532308636245595,0.0025857893558169495,11.775788464259584,11.777116037640031,0.001327573380446978,0.195,0.195,0.0,-10.648470990167068,-10.65485462043172,0.006383630264652496,0.7013769714712825,0.015683265860627186,0.005578424736886701,0.0047687587716196324,0.005578424736886702,0.46353396841920447
9,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,8,5,0.46353396841920447,0.2626108661754529,0.9236203369921904,1.0,0.12928946779084746,0.12673923133024284,0.0025502364606046213,0.0025857893558169495,11.775788464259584,11.77684705976681,0.001058595507226201,0.195,0.195,0.0,-10.648470990167068,-10.654345791175926,0.005874801008857844,0.4578790413397199,0.010238486619080498,0.015623035805774265,0.0024106867614086805,0.002410686761408679,1.0726359795936116
9,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,8,5,0.46353396841920447,0.2626108661754529,0.9236203369921904,0.5059121107184352,0.12928946779084746,0.1267378684506217,0.002551599340225752,0.0025857893558169495,11.775788464259584,11.775328246908451,-0.00046021735113299655,0.195,0.195,0.0,-10.648470990167068,-10.653001751821753,0.004530761654685023,0.534423920784656,0.011950082156764534,0.017264041183182255,0.0026638993884485406,0.0026638993884485385,0.9706783097851603
9,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,8,5,0.46353396841920447,0.2626108661754529,0.9236203369921904,0.467506989976856,0.12928946779084746,0.12673925810795475,0.0025502096828927123,0.0025857893558169495,11.775788464259584,11.77552890026061,-0.0002595639989735332,0.195,0.195,0.0,-10.648470990167068,-10.652932306516423,0.00446131634935476,0.5706559984497593,0.012760256043016772,0.008533977579413777,0.002922047828205797,0.002922047828205796,0.8849236931911149
10,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,8,5,0.5514675324520953,0.3391655826992803,0.8694665963792749,0.2889634224537409,0.15050080448482459,0.14757406868257614,0.002926735802248448,0.003010016089696492,11.757396146541543,11.762913664854434,0.005517518312890601,0.185,0.185,0.0,-10.906409487102014,-10.920220032619836,0.013810545517822348,0.7295644888027699,0.016313557909328775,0.005458192754000373,0.005140338755425568,0.005458192754000372,0.5514675324520953
10,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,8,5,0.5514675324520953,0.3391655826992803,0.8694665963792749,1.0,0.15050080448482459,0.14754749645495718,0.002953308029867402,0.003010016089696492,11.757396146541543,11.763613347579735,0.006217201038191789,0.185,0.185,0.0,-10.906409487102014,-10.918959757197612,0.012550270095598393,0.5518179313206157,0.012339024056362063,0.018888870804657478,0.0029146160421598057,0.002914616042159804,1.032731600374365
