direction,seeds,geomean_tail_output_drift_sq_ratio_vs_fro,tail_output_drift_sq_ratio_vs_fro_ci95_low,tail_output_drift_sq_ratio_vs_fro_ci95_high,geomean_tail_output_drift_sq_ratio_vs_polar_grad,tail_output_drift_sq_ratio_vs_polar_grad_ci95_low,tail_output_drift_sq_ratio_vs_polar_grad_ci95_high,less_tail_drift_than_fro_fraction,less_tail_drift_than_polar_grad_fraction,mean_actual_head_loss_decrease_diff_vs_fro,actual_head_loss_decrease_diff_vs_fro_ci95_low,actual_head_loss_decrease_diff_vs_fro_ci95_high,mean_tail_loss_increase_diff_vs_fro,tail_loss_increase_diff_vs_fro_ci95_low,tail_loss_increase_diff_vs_fro_ci95_high,mean_direction_cosine_to_polar_grad,direction_cosine_to_polar_grad_ci95_low,direction_cosine_to_polar_grad_ci95_high,geomean_alignment_ratio_to_polar_grad,alignment_ratio_to_polar_grad_ci95_low,alignment_ratio_to_polar_grad_ci95_high,mean_gradient_momentum_cosine,gradient_momentum_cosine_ci95_low,gradient_momentum_cosine_ci95_high
polar_grad,20,0.5500679069130286,0.5101201954513491,0.5931439392395853,1.0,1.0,1.0,1.0,0.0,2.555342325003193e-05,1.1751645452231544e-05,3.935520104783232e-05,0.0013986466365935256,0.00023791494476716347,0.002559378328419888,1.0,1.0,1.0,1.0,1.0,1.0,0.8055417162460813,0.7406631663566716,0.870420266135491
polar_momentum,20,0.8199429646522501,0.6950887036672926,0.967223984126958,1.4906213475600776,1.2805059590378065,1.7352141051115713,0.85,0.0,-5.610200839480106e-06,-3.278254702470228e-05,2.1562145345742072e-05,0.003701949329734777,-0.0001084720768941747,0.0075123707363637295,0.37847947683477823,0.35408449337594267,0.4028744602936138,0.8178658014544727,0.7543711252751959,0.8867047621218925,0.8055417162460813,0.7406631663566716,0.870420266135491
ns_momentum,20,0.9116477367182653,0.7695906596727908,1.0799268226785619,1.6573367129058956,1.4050031436795842,1.9549884940130275,0.7,0.0,-1.877963910673283e-05,-6.0888824781062895e-05,2.3329546567597232e-05,0.0034999456975979724,-0.0002881157657587791,0.007288007160954724,0.4024160669714091,0.38126423125691605,0.4235679026859021,0.7506128678599543,0.6878801557079691,0.8190666247917433,0.8055417162460813,0.7406631663566716,0.870420266135491
